entry,at,order
"The player ""justin @ 9ndRxrt-et"" quits the game with a stack of 56.36.",2024-07-31T11:11:10.381Z,172242427038100
"-- ending hand #318 --",2024-07-31T11:11:07.379Z,172242426737903
"""leafs @ W8l7I4tBkx"" shows a J♣, J♥, J♦, 6♣.",2024-07-31T11:11:07.379Z,172242426737902
"""justin @ 9ndRxrt-et"" collected 1.00 from pot with Flush (combination: A♠, Q♠, 9♠, 7♠, 6♠)",2024-07-31T11:11:07.379Z,172242426737901
"""justin @ 9ndRxrt-et"" shows a A♣, 7♠, 6♠, 10♦.",2024-07-31T11:11:07.379Z,172242426737900
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:11:06.567Z,172242426656700
"""justin @ 9ndRxrt-et"" checks",2024-07-31T11:11:05.656Z,172242426565600
"River: A♠, 8♥, Q♠, 9♠ [10♥]",2024-07-31T11:11:05.539Z,172242426553900
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:11:04.687Z,172242426468700
"""justin @ 9ndRxrt-et"" checks",2024-07-31T11:11:03.649Z,172242426364900
"Turn: A♠, 8♥, Q♠ [9♠]",2024-07-31T11:11:03.482Z,172242426348200
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:11:02.676Z,172242426267600
"""justin @ 9ndRxrt-et"" checks",2024-07-31T11:11:00.409Z,172242426040900
"Flop:  [A♠, 8♥, Q♠]",2024-07-31T11:11:00.280Z,172242426028000
"""justin @ 9ndRxrt-et"" checks",2024-07-31T11:10:59.393Z,172242425939300
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:10:57.617Z,172242425761700
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-31T11:10:54.276Z,172242425427606
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-31T11:10:54.276Z,172242425427605
"Player stacks: #3 ""leafs @ W8l7I4tBkx"" (247.48) | #10 ""justin @ 9ndRxrt-et"" (55.86)",2024-07-31T11:10:54.276Z,172242425427602
"-- starting hand #318 (id: vq9ugedghrkw)  (Pot Limit Omaha Hi) (dealer: ""leafs @ W8l7I4tBkx"") --",2024-07-31T11:10:54.276Z,172242425427601
"The player ""budizzleeeee @ nYW0w3Siiw"" quits the game with a stack of 360.33.",2024-07-31T11:10:54.276Z,172242425427600
"""leafs @ W8l7I4tBkx"" shows a Q♦, K♥, 4♦, 8♠.",2024-07-31T11:10:50.231Z,172242425023100
"""justin @ 9ndRxrt-et"" shows a 4♣, J♥, A♦, 10♥.",2024-07-31T11:10:48.355Z,172242424835500
"-- ending hand #317 --",2024-07-31T11:10:46.873Z,172242424687302
"""justin @ 9ndRxrt-et"" collected 1.00 from pot",2024-07-31T11:10:46.873Z,172242424687301
"Uncalled bet of 1.00 returned to ""justin @ 9ndRxrt-et""",2024-07-31T11:10:46.873Z,172242424687300
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:10:46.026Z,172242424602600
"""justin @ 9ndRxrt-et"" bets 1.00",2024-07-31T11:10:44.366Z,172242424436600
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:10:39.852Z,172242423985200
"Flop:  [2♥, 3♣, 4♥]",2024-07-31T11:10:38.315Z,172242423831500
"""justin @ 9ndRxrt-et"" checks",2024-07-31T11:10:37.493Z,172242423749300
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:10:34.968Z,172242423496800
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:10:30.766Z,172242423076600
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-31T11:10:30.737Z,172242423073707
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-31T11:10:30.737Z,172242423073706
"Player stacks: #2 ""budizzleeeee @ nYW0w3Siiw"" (360.33) | #3 ""leafs @ W8l7I4tBkx"" (247.98) | #10 ""justin @ 9ndRxrt-et"" (55.36)",2024-07-31T11:10:30.737Z,172242423073702
"-- starting hand #317 (id: z2gzdtz0ovnt)  (Pot Limit Omaha Hi) (dealer: ""budizzleeeee @ nYW0w3Siiw"") --",2024-07-31T11:10:30.737Z,172242423073701
"The player ""dj @ nZ3ofTG3j9"" stand up with the stack of 223.86.",2024-07-31T11:10:30.737Z,172242423073700
"-- ending hand #316 --",2024-07-31T11:10:27.709Z,172242422770902
"""leafs @ W8l7I4tBkx"" collected 18.00 from pot with Straight (combination: Q♦, J♥, 10♦, 9♥, 8♠)",2024-07-31T11:10:27.709Z,172242422770901
"""leafs @ W8l7I4tBkx"" shows a 4♣, 9♥, 4♦, 10♦.",2024-07-31T11:10:27.709Z,172242422770900
"""budizzleeeee @ nYW0w3Siiw"" calls 4.50",2024-07-31T11:10:26.863Z,172242422686300
"""leafs @ W8l7I4tBkx"" bets 4.50",2024-07-31T11:10:25.619Z,172242422561900
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:10:22.957Z,172242422295700
"River: Q♦, 8♠, 6♦, J♥ [Q♣]",2024-07-31T11:10:20.136Z,172242422013600
"""budizzleeeee @ nYW0w3Siiw"" calls 2.25",2024-07-31T11:10:19.290Z,172242421929000
"""leafs @ W8l7I4tBkx"" bets 2.25",2024-07-31T11:10:17.480Z,172242421748000
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:10:13.777Z,172242421377700
"Turn: Q♦, 8♠, 6♦ [J♥]",2024-07-31T11:10:12.528Z,172242421252800
"""budizzleeeee @ nYW0w3Siiw"" calls 1.50",2024-07-31T11:10:11.720Z,172242421172000
"""justin @ 9ndRxrt-et"" folds",2024-07-31T11:10:10.778Z,172242421077800
"""leafs @ W8l7I4tBkx"" bets 1.50",2024-07-31T11:10:09.295Z,172242420929500
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:10:06.964Z,172242420696400
"Flop:  [Q♦, 8♠, 6♦]",2024-07-31T11:10:04.813Z,172242420481300
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:10:03.971Z,172242420397100
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T11:10:02.963Z,172242420296300
"""justin @ 9ndRxrt-et"" calls 0.50",2024-07-31T11:09:56.479Z,172242419647900
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T11:09:53.906Z,172242419390600
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-31T11:09:53.213Z,172242419321308
"""budizzleeeee @ nYW0w3Siiw"" posts a small blind of 0.25",2024-07-31T11:09:53.213Z,172242419321307
"Player stacks: #2 ""budizzleeeee @ nYW0w3Siiw"" (369.08) | #3 ""leafs @ W8l7I4tBkx"" (238.73) | #7 ""dj @ nZ3ofTG3j9"" (223.86) | #10 ""justin @ 9ndRxrt-et"" (55.86)",2024-07-31T11:09:53.213Z,172242419321302
"-- starting hand #316 (id: noimanrq9sqw)  (Pot Limit Omaha Hi) (dead button) --",2024-07-31T11:09:53.213Z,172242419321301
"The player ""chris @ ttP9etrJ8B"" quits the game with a stack of 165.85.",2024-07-31T11:09:53.213Z,172242419321300
"-- ending hand #315 --",2024-07-31T11:09:48.210Z,172242418821002
"""justin @ 9ndRxrt-et"" collected 27.93 from pot with Four of a Kind on the second run  (combination: 8♦, 8♥, 8♣, 8♠, 10♥)",2024-07-31T11:09:48.210Z,172242418821001
"""justin @ 9ndRxrt-et"" collected 27.93 from pot with Full House (combination: 8♦, 8♥, 8♣, 10♥, 10♦)",2024-07-31T11:09:48.210Z,172242418821000
"River (second run): 6♣, 8♣, 10♥, 8♠ [6♦]",2024-07-31T11:09:44.205Z,172242418420500
"Turn (second run): 6♣, 8♣, 10♥ [8♠]",2024-07-31T11:09:40.154Z,172242418015400
"River: 6♣, 8♣, 10♥, 7♠ [10♦]",2024-07-31T11:09:36.140Z,172242417614000
"Turn: 6♣, 8♣, 10♥ [7♠]",2024-07-31T11:09:32.134Z,172242417213400
"""justin @ 9ndRxrt-et"" shows a J♣, Q♠, 8♦, 8♥.",2024-07-31T11:09:28.072Z,172242416807202
"""chris @ ttP9etrJ8B"" shows a 9♠, 7♦, 5♣, 5♥.",2024-07-31T11:09:28.072Z,172242416807201
"Uncalled bet of 55.86 returned to ""chris @ ttP9etrJ8B""",2024-07-31T11:09:28.072Z,172242416807200
"All players in hand choose to run it twice.",2024-07-31T11:09:27.265Z,172242416726501
"""chris @ ttP9etrJ8B"" chooses to  run it twice.",2024-07-31T11:09:27.265Z,172242416726500
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-31T11:09:26.014Z,172242416601400
"Remaining players decide whether to run it twice.",2024-07-31T11:09:23.801Z,172242416380101
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:09:23.801Z,172242416380100
"""chris @ ttP9etrJ8B"" raises to 77.79",2024-07-31T11:09:22.121Z,172242416212100
"""justin @ 9ndRxrt-et"" raises to 21.93 and go all in",2024-07-31T11:09:14.810Z,172242415481000
"""leafs @ W8l7I4tBkx"" calls 10.00",2024-07-31T11:09:12.699Z,172242415269900
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:09:09.476Z,172242414947600
"""chris @ ttP9etrJ8B"" raises to 10.00",2024-07-31T11:09:08.393Z,172242414839300
"""justin @ 9ndRxrt-et"" calls 2.00",2024-07-31T11:09:06.216Z,172242414621600
"""leafs @ W8l7I4tBkx"" bets 2.00",2024-07-31T11:09:02.446Z,172242414244600
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:09:00.129Z,172242414012900
"""chris @ ttP9etrJ8B"" checks",2024-07-31T11:08:58.238Z,172242413823800
"Flop:  [6♣, 8♣, 10♥]",2024-07-31T11:08:55.870Z,172242413587000
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:08:55.030Z,172242413503000
"""chris @ ttP9etrJ8B"" calls 0.50",2024-07-31T11:08:51.252Z,172242413125200
"""justin @ 9ndRxrt-et"" calls 0.50",2024-07-31T11:08:50.331Z,172242413033100
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T11:08:49.163Z,172242412916300
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:08:48.047Z,172242412804700
"""budizzleeeee @ nYW0w3Siiw"" posts a big blind of 0.50",2024-07-31T11:08:45.738Z,172242412573808
"""chris @ ttP9etrJ8B"" posts a small blind of 0.25",2024-07-31T11:08:45.738Z,172242412573807
"Your hand is 9♠, 7♦, 5♣, 5♥",2024-07-31T11:08:45.738Z,172242412573802
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (188.28) | #2 ""budizzleeeee @ nYW0w3Siiw"" (369.58) | #3 ""leafs @ W8l7I4tBkx"" (249.23) | #7 ""dj @ nZ3ofTG3j9"" (223.86) | #10 ""justin @ 9ndRxrt-et"" (22.43)",2024-07-31T11:08:45.738Z,172242412573801
"-- starting hand #315 (id: lltpdy7jhjjh)  (Pot Limit Omaha Hi) (dealer: ""justin @ 9ndRxrt-et"") --",2024-07-31T11:08:45.738Z,172242412573800
"""chris @ ttP9etrJ8B"" shows a 9♦, 6♠, 3♣, 3♥.",2024-07-31T11:08:43.788Z,172242412378800
"-- ending hand #314 --",2024-07-31T11:08:40.017Z,172242412001702
"""justin @ 9ndRxrt-et"" collected 11.21 from pot with Flush on the second run  (combination: A♠, 9♠, 4♠, 3♠, 2♠)",2024-07-31T11:08:40.017Z,172242412001701
"""justin @ 9ndRxrt-et"" collected 11.22 from pot with Straight (combination: K♦, Q♥, J♣, 10♥, 9♠)",2024-07-31T11:08:40.017Z,172242412001700
"River (second run): 9♠, K♦, 7♣, 3♠ [4♠]",2024-07-31T11:08:36.014Z,172242411601400
"River: 9♠, K♦, 7♣, 3♠ [J♣]",2024-07-31T11:08:32.009Z,172242411200900
"""justin @ 9ndRxrt-et"" shows a 2♠, A♠, Q♥, 10♥.",2024-07-31T11:08:28.004Z,172242410800402
"""dj @ nZ3ofTG3j9"" shows a 9♣, A♦, 3♦, 5♦.",2024-07-31T11:08:28.004Z,172242410800401
"Uncalled bet of 11.21 returned to ""dj @ nZ3ofTG3j9""",2024-07-31T11:08:28.004Z,172242410800400
"All players in hand choose to run it twice.",2024-07-31T11:08:27.165Z,172242410716501
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-31T11:08:27.165Z,172242410716500
"""dj @ nZ3ofTG3j9"" chooses to  run it twice.",2024-07-31T11:08:26.818Z,172242410681800
"Remaining players decide whether to run it twice.",2024-07-31T11:08:25.491Z,172242410549101
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:08:25.491Z,172242410549100
"""dj @ nZ3ofTG3j9"" bets 11.21",2024-07-31T11:08:23.821Z,172242410382100
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:08:21.438Z,172242410143800
"Turn: 9♠, K♦, 7♣ [3♠]",2024-07-31T11:08:19.161Z,172242409916100
"""dj @ nZ3ofTG3j9"" calls 3.31",2024-07-31T11:08:18.357Z,172242409835700
"""leafs @ W8l7I4tBkx"" calls 3.31",2024-07-31T11:08:16.011Z,172242409601100
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:08:13.938Z,172242409393800
"""justin @ 9ndRxrt-et"" bets 3.31 and go all in",2024-07-31T11:08:11.067Z,172242409106700
"Flop:  [9♠, K♦, 7♣]",2024-07-31T11:08:08.366Z,172242408836600
"""dj @ nZ3ofTG3j9"" calls 3.00",2024-07-31T11:08:07.557Z,172242408755700
"""leafs @ W8l7I4tBkx"" calls 3.00",2024-07-31T11:08:06.504Z,172242408650400
"""budizzleeeee @ nYW0w3Siiw"" calls 3.00",2024-07-31T11:08:05.450Z,172242408545000
"""chris @ ttP9etrJ8B"" folds",2024-07-31T11:08:03.090Z,172242408309000
"""justin @ 9ndRxrt-et"" raises to 3.00",2024-07-31T11:08:00.965Z,172242408096500
"""dj @ nZ3ofTG3j9"" calls 0.50",2024-07-31T11:07:58.887Z,172242407888700
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:07:57.865Z,172242407786500
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T11:07:56.848Z,172242407684800
"""chris @ ttP9etrJ8B"" posts a big blind of 0.50",2024-07-31T11:07:54.664Z,172242407466408
"""justin @ 9ndRxrt-et"" posts a small blind of 0.25",2024-07-31T11:07:54.664Z,172242407466407
"Your hand is 9♦, 6♠, 3♣, 3♥",2024-07-31T11:07:54.664Z,172242407466402
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (188.78) | #2 ""budizzleeeee @ nYW0w3Siiw"" (372.58) | #3 ""leafs @ W8l7I4tBkx"" (255.54) | #7 ""dj @ nZ3ofTG3j9"" (230.17) | #10 ""justin @ 9ndRxrt-et"" (6.31)",2024-07-31T11:07:54.664Z,172242407466401
"-- starting hand #314 (id: ge82k8xlgrxj)  (Pot Limit Omaha Hi) (dealer: ""dj @ nZ3ofTG3j9"") --",2024-07-31T11:07:54.664Z,172242407466400
"""budizzleeeee @ nYW0w3Siiw"" shows a 4♦, 9♣, 2♣, K♦.",2024-07-31T11:07:49.806Z,172242406980600
"-- ending hand #313 --",2024-07-31T11:07:48.855Z,172242406885505
"""dj @ nZ3ofTG3j9"" collected 18.93 from pot with Straight on the second run  (combination: 9♠, 8♦, 7♦, 6♠, 5♠)",2024-07-31T11:07:48.855Z,172242406885504
"""dj @ nZ3ofTG3j9"" collected 18.93 from pot with Flush (combination: 10♦, 8♦, 7♦, 5♦, 3♦)",2024-07-31T11:07:48.855Z,172242406885503
"""justin @ 9ndRxrt-et"" collected 6.31 from pot with Straight on the second run  (combination: 9♦, 8♠, 7♦, 6♠, 5♠)",2024-07-31T11:07:48.855Z,172242406885502
"""dj @ nZ3ofTG3j9"" collected 6.31 from pot with Straight on the second run  (combination: 9♠, 8♦, 7♦, 6♠, 5♠)",2024-07-31T11:07:48.855Z,172242406885501
"""dj @ nZ3ofTG3j9"" collected 12.63 from pot with Flush (combination: 10♦, 8♦, 7♦, 5♦, 3♦)",2024-07-31T11:07:48.855Z,172242406885500
"River (second run): 5♠, 7♦, 6♠, 3♦ [3♣]",2024-07-31T11:07:44.752Z,172242406475200
"River: 5♠, 7♦, 6♠, 3♦ [10♦]",2024-07-31T11:07:40.747Z,172242406074700
"""justin @ 9ndRxrt-et"" shows a 9♦, 2♠, 8♠, 10♠.",2024-07-31T11:07:36.707Z,172242405670702
"""dj @ nZ3ofTG3j9"" shows a 9♠, 4♣, 5♦, 8♦.",2024-07-31T11:07:36.707Z,172242405670701
"Uncalled bet of 63.11 returned to ""dj @ nZ3ofTG3j9""",2024-07-31T11:07:36.707Z,172242405670700
"All players in hand choose to run it twice.",2024-07-31T11:07:35.897Z,172242405589701
"""dj @ nZ3ofTG3j9"" chooses to  run it twice.",2024-07-31T11:07:35.897Z,172242405589700
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-31T11:07:35.711Z,172242405571100
"Remaining players decide whether to run it twice.",2024-07-31T11:07:34.793Z,172242405479301
"""chris @ ttP9etrJ8B"" folds",2024-07-31T11:07:34.793Z,172242405479300
"""dj @ nZ3ofTG3j9"" raises to 82.04",2024-07-31T11:07:33.598Z,172242405359800
"""chris @ ttP9etrJ8B"" bets 18.93",2024-07-31T11:07:29.434Z,172242404943400
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T11:07:26.387Z,172242404638700
"Turn: 5♠, 7♦, 6♠ [3♦]",2024-07-31T11:07:25.106Z,172242404510600
"""dj @ nZ3ofTG3j9"" calls 5.50",2024-07-31T11:07:24.277Z,172242404427700
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:07:21.719Z,172242404171900
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:07:20.756Z,172242404075600
"""chris @ ttP9etrJ8B"" calls 5.50",2024-07-31T11:07:18.367Z,172242403836700
"""justin @ 9ndRxrt-et"" bets 5.50 and go all in",2024-07-31T11:07:17.418Z,172242403741800
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T11:07:14.782Z,172242403478200
"Flop:  [5♠, 7♦, 6♠]",2024-07-31T11:07:13.398Z,172242403339800
"""justin @ 9ndRxrt-et"" calls 1.75",2024-07-31T11:07:12.564Z,172242403256400
"""dj @ nZ3ofTG3j9"" calls 1.75",2024-07-31T11:07:09.814Z,172242402981400
"""leafs @ W8l7I4tBkx"" calls 1.75",2024-07-31T11:07:08.986Z,172242402898600
"""budizzleeeee @ nYW0w3Siiw"" calls 1.75",2024-07-31T11:07:08.050Z,172242402805000
"""chris @ ttP9etrJ8B"" raises to 1.75",2024-07-31T11:07:06.969Z,172242402696900
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-31T11:07:03.893Z,172242402389308
"""dj @ nZ3ofTG3j9"" posts a small blind of 0.25",2024-07-31T11:07:03.893Z,172242402389307
"Your hand is 10♣, 7♠, K♣, 6♣",2024-07-31T11:07:03.893Z,172242402389302
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (214.96) | #2 ""budizzleeeee @ nYW0w3Siiw"" (374.33) | #3 ""leafs @ W8l7I4tBkx"" (257.29) | #7 ""dj @ nZ3ofTG3j9"" (199.55) | #10 ""justin @ 9ndRxrt-et"" (7.25)",2024-07-31T11:07:03.893Z,172242402389301
"-- starting hand #313 (id: ah0lj1a1nygw)  (Pot Limit Omaha Hi) (dealer: ""leafs @ W8l7I4tBkx"") --",2024-07-31T11:07:03.893Z,172242402389300
"-- ending hand #312 --",2024-07-31T11:07:00.978Z,172242402097802
"""chris @ ttP9etrJ8B"" collected 25.00 from pot",2024-07-31T11:07:00.978Z,172242402097801
"Uncalled bet of 25.00 returned to ""chris @ ttP9etrJ8B""",2024-07-31T11:07:00.978Z,172242402097800
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T11:07:00.151Z,172242402015100
"""chris @ ttP9etrJ8B"" bets 25.00",2024-07-31T11:06:58.958Z,172242401895800
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T11:06:55.272Z,172242401527200
"River: A♠, 2♥, J♥, 4♦ [J♠]",2024-07-31T11:06:54.087Z,172242401408700
"""chris @ ttP9etrJ8B"" checks",2024-07-31T11:06:53.270Z,172242401327000
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T11:06:51.904Z,172242401190400
"Turn: A♠, 2♥, J♥ [4♦]",2024-07-31T11:06:50.965Z,172242401096500
"""dj @ nZ3ofTG3j9"" calls 7.50",2024-07-31T11:06:50.120Z,172242401012000
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:06:49.010Z,172242400901000
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:06:48.055Z,172242400805500
"""chris @ ttP9etrJ8B"" bets 7.50",2024-07-31T11:06:47.106Z,172242400710600
"""dj @ nZ3ofTG3j9"" checks",2024-07-31T11:06:44.889Z,172242400488900
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:06:43.735Z,172242400373500
"Flop:  [A♠, 2♥, J♥]",2024-07-31T11:06:41.514Z,172242400151400
"""leafs @ W8l7I4tBkx"" calls 2.50",2024-07-31T11:06:40.696Z,172242400069600
"""budizzleeeee @ nYW0w3Siiw"" calls 2.50",2024-07-31T11:06:39.237Z,172242399923700
"""chris @ ttP9etrJ8B"" calls 2.50",2024-07-31T11:06:37.577Z,172242399757700
"""dj @ nZ3ofTG3j9"" raises to 2.50",2024-07-31T11:06:33.903Z,172242399390300
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:06:31.846Z,172242399184600
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T11:06:29.756Z,172242398975600
"""chris @ ttP9etrJ8B"" calls 0.50",2024-07-31T11:06:28.665Z,172242398866500
"""justin @ 9ndRxrt-et"" folds",2024-07-31T11:06:23.713Z,172242398371300
"""dj @ nZ3ofTG3j9"" posts a big blind of 0.50",2024-07-31T11:06:20.665Z,172242398066508
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-31T11:06:20.665Z,172242398066507
"Your hand is K♥, 2♦, 7♥, J♦",2024-07-31T11:06:20.665Z,172242398066502
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (199.96) | #2 ""budizzleeeee @ nYW0w3Siiw"" (376.83) | #3 ""leafs @ W8l7I4tBkx"" (259.79) | #7 ""dj @ nZ3ofTG3j9"" (209.55) | #10 ""justin @ 9ndRxrt-et"" (7.25)",2024-07-31T11:06:20.665Z,172242398066501
"-- starting hand #312 (id: dnyfakdnbmyh)  (Pot Limit Omaha Hi) (dealer: ""budizzleeeee @ nYW0w3Siiw"") --",2024-07-31T11:06:20.665Z,172242398066500
"-- ending hand #311 --",2024-07-31T11:06:15.660Z,172242397566002
"""chris @ ttP9etrJ8B"" collected 7.25 from pot with Two Pair on the second run  (combination: J♦, J♣, 8♣, 8♠, 10♦)",2024-07-31T11:06:15.660Z,172242397566001
"""justin @ 9ndRxrt-et"" collected 7.25 from pot with Straight (combination: 6♠, 5♦, 4♥, 3♦, 2♣)",2024-07-31T11:06:15.660Z,172242397566000
"River (second run): 10♦, 8♣, 7♣, 6♥ [8♠]",2024-07-31T11:06:11.654Z,172242397165400
"Turn (second run): 10♦, 8♣, 7♣ [6♥]",2024-07-31T11:06:07.544Z,172242396754400
"Flop (second run):  [10♦, 8♣, 7♣]",2024-07-31T11:06:03.507Z,172242396350700
"River: 3♦, 10♥, 4♥, 6♠ [K♣]",2024-07-31T11:05:59.471Z,172242395947100
"Turn: 3♦, 10♥, 4♥ [6♠]",2024-07-31T11:05:55.468Z,172242395546800
"Flop:  [3♦, 10♥, 4♥]",2024-07-31T11:05:51.462Z,172242395146200
"""justin @ 9ndRxrt-et"" shows a A♥, 2♣, J♥, 5♦.",2024-07-31T11:05:47.459Z,172242394745902
"""chris @ ttP9etrJ8B"" shows a J♦, J♣, 5♠, Q♠.",2024-07-31T11:05:47.459Z,172242394745901
"Uncalled bet of 3.75 returned to ""chris @ ttP9etrJ8B""",2024-07-31T11:05:47.459Z,172242394745900
"All players in hand choose to run it twice.",2024-07-31T11:05:46.645Z,172242394664501
"""chris @ ttP9etrJ8B"" chooses to  run it twice.",2024-07-31T11:05:46.645Z,172242394664500
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-31T11:05:46.045Z,172242394604500
"Remaining players decide whether to run it twice.",2024-07-31T11:05:44.345Z,172242394434501
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:05:44.345Z,172242394434500
"""chris @ ttP9etrJ8B"" raises to 9.75",2024-07-31T11:05:41.746Z,172242394174600
"""justin @ 9ndRxrt-et"" raises to 6.00 and go all in",2024-07-31T11:05:38.193Z,172242393819300
"""leafs @ W8l7I4tBkx"" calls 2.25",2024-07-31T11:05:35.944Z,172242393594400
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:05:33.994Z,172242393399400
"""chris @ ttP9etrJ8B"" raises to 2.25",2024-07-31T11:05:32.350Z,172242393235000
"""justin @ 9ndRxrt-et"" calls 0.50",2024-07-31T11:05:30.293Z,172242393029300
"""dj @ nZ3ofTG3j9"" folds",2024-07-31T11:05:28.411Z,172242392841100
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-31T11:05:26.767Z,172242392676708
"""budizzleeeee @ nYW0w3Siiw"" posts a small blind of 0.25",2024-07-31T11:05:26.767Z,172242392676707
"Your hand is J♦, J♣, 5♠, Q♠",2024-07-31T11:05:26.767Z,172242392676702
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (198.71) | #2 ""budizzleeeee @ nYW0w3Siiw"" (377.08) | #3 ""leafs @ W8l7I4tBkx"" (262.04) | #7 ""dj @ nZ3ofTG3j9"" (209.55) | #10 ""justin @ 9ndRxrt-et"" (6.00)",2024-07-31T11:05:26.767Z,172242392676701
"-- starting hand #311 (id: ettaynavbbch)  (Pot Limit Omaha Hi) (dealer: ""chris @ ttP9etrJ8B"") --",2024-07-31T11:05:26.767Z,172242392676700
"Undealt cards: 6♥, J♥, A♣ [5♠, 9♥]",2024-07-31T11:05:22.241Z,172242392224100
"-- ending hand #310 --",2024-07-31T11:05:20.826Z,172242392082602
"""dj @ nZ3ofTG3j9"" collected 7.24 from pot",2024-07-31T11:05:20.826Z,172242392082601
"Uncalled bet of 3.62 returned to ""dj @ nZ3ofTG3j9""",2024-07-31T11:05:20.826Z,172242392082600
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T11:05:19.967Z,172242391996700
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T11:05:18.790Z,172242391879000
"""chris @ ttP9etrJ8B"" folds",2024-07-31T11:05:17.020Z,172242391702000
"""dj @ nZ3ofTG3j9"" bets 3.62",2024-07-31T11:05:16.098Z,172242391609800
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T11:05:12.794Z,172242391279400
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T11:05:11.863Z,172242391186300
"""chris @ ttP9etrJ8B"" checks",2024-07-31T11:05:10.906Z,172242391090600
"Flop:  [6♥, J♥, A♣]",2024-07-31T11:05:08.813Z,172242390881300
"""leafs @ W8l7I4tBkx"" calls 1.81",2024-07-31T11:05:08.009Z,172242390800900
"""budizzleeeee @ nYW0w3Siiw"" calls 1.81",2024-07-31T11:05:07.089Z,172242390708900
"""chris @ ttP9etrJ8B"" calls 1.81",2024-07-31T11:05:05.624Z,172242390562400
"""justin @ 9ndRxrt-et"" folds",2024-07-31T11:05:03.897Z,172242390389700
"""dj @ nZ3ofTG3j9"" raises to 1.81",2024-07-31T11:05:02.260Z,172242390226000
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T11:04:59.331Z,172242389933100
"""budizzleeeee @ nYW0w3Siiw"" posts a big blind of 0.50",2024-07-31T11:04:57.404Z,172242389740408
