entry,at,order
"""justin @ 9ndRxrt-et"" calls 1.75",2024-07-31T09:21:29.091Z,172241768909100
"""Jay @ NvJVXTKmaY"" raises to 1.75",2024-07-31T09:21:27.567Z,172241768756700
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-31T09:21:25.488Z,172241768548808
"""budizzleeeee @ nYW0w3Siiw"" posts a small blind of 0.25",2024-07-31T09:21:25.488Z,172241768548807
"Your hand is 5♠, 8♥, 10♣, 6♦",2024-07-31T09:21:25.488Z,172241768548802
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (84.77) | #2 ""budizzleeeee @ nYW0w3Siiw"" (409.86) | #3 ""leafs @ W8l7I4tBkx"" (184.12) | #6 ""Jay @ NvJVXTKmaY"" (243.42) | #10 ""justin @ 9ndRxrt-et"" (25.56)",2024-07-31T09:21:25.488Z,172241768548801
"-- starting hand #172 (id: ncn6eyq2nzdc)  (Pot Limit Omaha Hi) (dealer: ""chris @ ttP9etrJ8B"") --",2024-07-31T09:21:25.488Z,172241768548800
"""justin @ 9ndRxrt-et"" shows a A♥, 10♣, 8♦, 7♣.",2024-07-31T09:21:21.110Z,172241768111000
"""budizzleeeee @ nYW0w3Siiw"" shows a K♦, 9♦, J♠, A♦.",2024-07-31T09:21:19.366Z,172241767936600
"-- ending hand #171 --",2024-07-31T09:21:18.157Z,172241767815702
"""budizzleeeee @ nYW0w3Siiw"" collected 46.49 from pot",2024-07-31T09:21:18.157Z,172241767815701
"Uncalled bet of 34.86 returned to ""budizzleeeee @ nYW0w3Siiw""",2024-07-31T09:21:18.157Z,172241767815700
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:21:17.220Z,172241767722000
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:21:05.344Z,172241766534400
"""budizzleeeee @ nYW0w3Siiw"" raises to 46.48",2024-07-31T09:21:04.374Z,172241766437400
"""justin @ 9ndRxrt-et"" bets 11.62",2024-07-31T09:20:59.441Z,172241765944100
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T09:20:56.058Z,172241765605800
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:20:53.530Z,172241765353000
"Turn: 9♠, 10♦, 3♦ [6♦]",2024-07-31T09:20:50.673Z,172241765067300
"""budizzleeeee @ nYW0w3Siiw"" calls 4.00",2024-07-31T09:20:49.845Z,172241764984500
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:20:48.341Z,172241764834100
"""justin @ 9ndRxrt-et"" calls 4.00",2024-07-31T09:20:45.467Z,172241764546700
"""Jay @ NvJVXTKmaY"" folds",2024-07-31T09:20:42.523Z,172241764252300
"""leafs @ W8l7I4tBkx"" bets 4.00",2024-07-31T09:20:41.566Z,172241764156600
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:20:36.723Z,172241763672300
"""chris @ ttP9etrJ8B"" checks",2024-07-31T09:20:35.789Z,172241763578900
"Flop:  [9♠, 10♦, 3♦]",2024-07-31T09:20:20.063Z,172241762006300
"""leafs @ W8l7I4tBkx"" calls 2.25",2024-07-31T09:20:19.233Z,172241761923300
"""budizzleeeee @ nYW0w3Siiw"" calls 2.25",2024-07-31T09:20:18.035Z,172241761803500
"""chris @ ttP9etrJ8B"" calls 2.25",2024-07-31T09:20:12.978Z,172241761297800
"""justin @ 9ndRxrt-et"" calls 2.25",2024-07-31T09:20:07.699Z,172241760769900
"""Jay @ NvJVXTKmaY"" raises to 2.25",2024-07-31T09:20:02.345Z,172241760234500
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T09:19:59.909Z,172241759990900
"""budizzleeeee @ nYW0w3Siiw"" posts a big blind of 0.50",2024-07-31T09:19:57.157Z,172241759715708
"""chris @ ttP9etrJ8B"" posts a small blind of 0.25",2024-07-31T09:19:57.157Z,172241759715707
"Your hand is 6♣, A♣, 4♣, 2♥",2024-07-31T09:19:57.157Z,172241759715702
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.02) | #2 ""budizzleeeee @ nYW0w3Siiw"" (381.24) | #3 ""leafs @ W8l7I4tBkx"" (190.37) | #6 ""Jay @ NvJVXTKmaY"" (245.67) | #10 ""justin @ 9ndRxrt-et"" (43.43)",2024-07-31T09:19:57.157Z,172241759715701
"-- starting hand #171 (id: vkzl0ise8umz)  (Pot Limit Omaha Hi) (dealer: ""justin @ 9ndRxrt-et"") --",2024-07-31T09:19:57.157Z,172241759715700
"-- ending hand #170 --",2024-07-31T09:19:54.247Z,172241759424702
"""leafs @ W8l7I4tBkx"" collected 58.75 from pot",2024-07-31T09:19:54.247Z,172241759424701
"Uncalled bet of 58.75 returned to ""leafs @ W8l7I4tBkx""",2024-07-31T09:19:54.247Z,172241759424700
"""Jay @ NvJVXTKmaY"" folds",2024-07-31T09:19:53.369Z,172241759336900
"""leafs @ W8l7I4tBkx"" bets 58.75",2024-07-31T09:19:48.955Z,172241758895500
"River: 9♦, J♣, 4♠, 8♥ [10♠]",2024-07-31T09:19:45.416Z,172241758541600
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T09:19:44.609Z,172241758460900
"""Jay @ NvJVXTKmaY"" calls 17.50",2024-07-31T09:19:42.892Z,172241758289200
"""leafs @ W8l7I4tBkx"" bets 17.50",2024-07-31T09:19:41.281Z,172241758128100
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:19:33.678Z,172241757367800
"Turn: 9♦, J♣, 4♠ [8♥]",2024-07-31T09:19:32.855Z,172241757285500
"""budizzleeeee @ nYW0w3Siiw"" calls 4.75",2024-07-31T09:19:32.028Z,172241757202800
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:19:29.286Z,172241756928600
"""Jay @ NvJVXTKmaY"" calls 4.75",2024-07-31T09:19:28.008Z,172241756800800
"""leafs @ W8l7I4tBkx"" bets 4.75",2024-07-31T09:19:27.092Z,172241756709200
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:19:22.557Z,172241756255700
"""justin @ 9ndRxrt-et"" checks",2024-07-31T09:19:21.582Z,172241756158200
"Flop:  [9♦, J♣, 4♠]",2024-07-31T09:19:19.680Z,172241755968000
"""budizzleeeee @ nYW0w3Siiw"" calls 2.25",2024-07-31T09:19:18.859Z,172241755885900
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:19:03.885Z,172241754388500
"""justin @ 9ndRxrt-et"" calls 2.25",2024-07-31T09:19:02.976Z,172241754297600
"""Jay @ NvJVXTKmaY"" calls 2.25",2024-07-31T09:19:01.763Z,172241754176300
"""leafs @ W8l7I4tBkx"" raises to 2.25",2024-07-31T09:19:00.810Z,172241754081000
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T09:18:57.597Z,172241753759700
"""chris @ ttP9etrJ8B"" posts a big blind of 0.50",2024-07-31T09:18:56.076Z,172241753607608
"""justin @ 9ndRxrt-et"" posts a small blind of 0.25",2024-07-31T09:18:56.076Z,172241753607607
"Your hand is J♥, K♣, 4♦, 5♠",2024-07-31T09:18:56.076Z,172241753607602
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (388.24) | #3 ""leafs @ W8l7I4tBkx"" (156.12) | #6 ""Jay @ NvJVXTKmaY"" (270.17) | #10 ""justin @ 9ndRxrt-et"" (45.68)",2024-07-31T09:18:56.076Z,172241753607601
"-- starting hand #170 (id: 3gbqzjt5onj7)  (Pot Limit Omaha Hi) (dealer: ""Jay @ NvJVXTKmaY"") --",2024-07-31T09:18:56.076Z,172241753607600
"""justin @ 9ndRxrt-et"" shows a Q♣, 9♣, 2♠, 5♣.",2024-07-31T09:18:51.824Z,172241753182400
"-- ending hand #169 --",2024-07-31T09:18:49.439Z,172241752943902
"""Jay @ NvJVXTKmaY"" collected 8.00 from pot",2024-07-31T09:18:49.439Z,172241752943901
"Uncalled bet of 4.00 returned to ""Jay @ NvJVXTKmaY""",2024-07-31T09:18:49.439Z,172241752943900
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:18:48.621Z,172241752862100
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T09:18:47.532Z,172241752753200
"""Jay @ NvJVXTKmaY"" bets 4.00",2024-07-31T09:18:46.573Z,172241752657300
"Flop:  [9♠, 6♠, Q♦]",2024-07-31T09:18:43.969Z,172241752396900
"""leafs @ W8l7I4tBkx"" calls 2.50",2024-07-31T09:18:43.063Z,172241752306300
"""budizzleeeee @ nYW0w3Siiw"" calls 2.50",2024-07-31T09:18:42.073Z,172241752207300
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:18:40.470Z,172241752047000
"""Jay @ NvJVXTKmaY"" raises to 2.50",2024-07-31T09:18:39.010Z,172241751901000
"""leafs @ W8l7I4tBkx"" calls 0.50",2024-07-31T09:18:37.189Z,172241751718900
"""budizzleeeee @ nYW0w3Siiw"" calls 0.50",2024-07-31T09:18:35.943Z,172241751594300
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:18:35.014Z,172241751501400
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-31T09:18:33.738Z,172241751373809
"""Jay @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-31T09:18:33.738Z,172241751373808
"Your hand is 6♦, 7♦, 9♥, 4♥",2024-07-31T09:18:33.738Z,172241751373803
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (390.74) | #3 ""leafs @ W8l7I4tBkx"" (158.62) | #6 ""Jay @ NvJVXTKmaY"" (264.67) | #10 ""justin @ 9ndRxrt-et"" (46.18)",2024-07-31T09:18:33.738Z,172241751373802
"-- starting hand #169 (id: uzfge4tc5cnj)  (Pot Limit Omaha Hi) (dealer: ""leafs @ W8l7I4tBkx"") --",2024-07-31T09:18:33.738Z,172241751373801
"The player ""Andy chen @ 2cBNth9xVi"" quits the game with a stack of 178.41.",2024-07-31T09:18:33.738Z,172241751373800
"""Jay @ NvJVXTKmaY"" shows a K♠, 9♠, A♥, Q♠.",2024-07-31T09:18:28.917Z,172241750891700
"""justin @ 9ndRxrt-et"" shows a 4♠, 8♦, 6♠, 7♠.",2024-07-31T09:18:28.890Z,172241750889000
"Undealt cards: 3♦, 6♥, 5♠, 7♣ [J♦]",2024-07-31T09:18:28.351Z,172241750835100
"-- ending hand #168 --",2024-07-31T09:18:26.427Z,172241750642702
"""Jay @ NvJVXTKmaY"" collected 26.25 from pot",2024-07-31T09:18:26.427Z,172241750642701
"Uncalled bet of 13.12 returned to ""Jay @ NvJVXTKmaY""",2024-07-31T09:18:26.427Z,172241750642700
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T09:18:25.624Z,172241750562400
"""Jay @ NvJVXTKmaY"" bets 13.12",2024-07-31T09:18:24.271Z,172241750427100
"Turn: 3♦, 6♥, 5♠ [7♣]",2024-07-31T09:18:22.204Z,172241750220400
"""budizzleeeee @ nYW0w3Siiw"" calls 5.25",2024-07-31T09:18:21.350Z,172241750135000
"""Jay @ NvJVXTKmaY"" bets 5.25",2024-07-31T09:18:18.911Z,172241749891100
"Flop:  [3♦, 6♥, 5♠]",2024-07-31T09:18:14.994Z,172241749499400
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:18:14.169Z,172241749416900
"""budizzleeeee @ nYW0w3Siiw"" calls 7.00",2024-07-31T09:18:13.257Z,172241749325700
"""Jay @ NvJVXTKmaY"" raises to 7.00",2024-07-31T09:18:11.875Z,172241749187500
"""leafs @ W8l7I4tBkx"" calls 1.75",2024-07-31T09:18:09.818Z,172241748981800
"""budizzleeeee @ nYW0w3Siiw"" raises to 1.75",2024-07-31T09:18:08.881Z,172241748888100
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:18:05.371Z,172241748537100
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:18:04.423Z,172241748442300
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T09:18:02.034Z,172241748203400
"""Jay @ NvJVXTKmaY"" posts a big blind of 0.50",2024-07-31T09:17:58.160Z,172241747816009
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-31T09:17:58.160Z,172241747816008
"Your hand is A♣, 6♦, 2♦, 9♦",2024-07-31T09:17:58.160Z,172241747816002
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (402.99) | #3 ""leafs @ W8l7I4tBkx"" (160.37) | #6 ""Jay @ NvJVXTKmaY"" (250.67) | #9 ""Andy chen @ 2cBNth9xVi"" (178.41) | #10 ""justin @ 9ndRxrt-et"" (46.18)",2024-07-31T09:17:58.160Z,172241747816001
"-- starting hand #168 (id: mfy2rmihpljz)  (Pot Limit Omaha Hi) (dealer: ""budizzleeeee @ nYW0w3Siiw"") --",2024-07-31T09:17:58.160Z,172241747816000
"-- ending hand #167 --",2024-07-31T09:17:55.157Z,172241747515703
"""Jay @ NvJVXTKmaY"" shows a 2♣, 10♥, J♥, 5♣.",2024-07-31T09:17:55.157Z,172241747515702
"""justin @ 9ndRxrt-et"" collected 35.49 from pot with Two Pair (combination: K♦, K♣, 10♠, 10♣, A♠)",2024-07-31T09:17:55.157Z,172241747515701
"""justin @ 9ndRxrt-et"" shows a K♦, J♣, 2♦, 10♠.",2024-07-31T09:17:55.157Z,172241747515700
"""justin @ 9ndRxrt-et"" checks",2024-07-31T09:17:54.329Z,172241747432900
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T09:17:53.198Z,172241747319800
"River: 6♦, K♣, 9♥, 10♣ [A♠]",2024-07-31T09:17:50.150Z,172241747015000
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:17:49.325Z,172241746932500
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T09:17:48.403Z,172241746840300
"""justin @ 9ndRxrt-et"" calls 8.87",2024-07-31T09:17:46.938Z,172241746693800
"""Jay @ NvJVXTKmaY"" bets 8.87",2024-07-31T09:17:43.286Z,172241746328600
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T09:17:41.124Z,172241746112400
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:17:39.795Z,172241745979500
"Turn: 6♦, K♣, 9♥ [10♣]",2024-07-31T09:17:38.220Z,172241745822000
"""leafs @ W8l7I4tBkx"" calls 2.25",2024-07-31T09:17:37.405Z,172241745740500
"""budizzleeeee @ nYW0w3Siiw"" calls 2.25",2024-07-31T09:17:35.882Z,172241745588200
"""justin @ 9ndRxrt-et"" calls 2.25",2024-07-31T09:17:33.628Z,172241745362800
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T09:17:32.731Z,172241745273100
"""Jay @ NvJVXTKmaY"" bets 2.25",2024-07-31T09:17:31.788Z,172241745178800
"""leafs @ W8l7I4tBkx"" checks",2024-07-31T09:17:27.688Z,172241744768800
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:17:26.296Z,172241744629600
"Flop:  [6♦, K♣, 9♥]",2024-07-31T09:17:24.708Z,172241744470800
"""leafs @ W8l7I4tBkx"" calls 1.75",2024-07-31T09:17:23.874Z,172241744387400
"""budizzleeeee @ nYW0w3Siiw"" calls 1.75",2024-07-31T09:17:22.265Z,172241744226500
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:17:20.609Z,172241744060900
"""justin @ 9ndRxrt-et"" calls 1.75",2024-07-31T09:17:17.632Z,172241743763200
"""Andy chen @ 2cBNth9xVi"" calls 1.75",2024-07-31T09:17:16.234Z,172241743623400
"""Jay @ NvJVXTKmaY"" raises to 1.75",2024-07-31T09:17:13.497Z,172241743349700
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-31T09:17:11.105Z,172241743110509
"""budizzleeeee @ nYW0w3Siiw"" posts a small blind of 0.25",2024-07-31T09:17:11.105Z,172241743110508
"Your hand is 7♦, Q♥, 6♣, 4♠",2024-07-31T09:17:11.105Z,172241743110502
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (406.99) | #3 ""leafs @ W8l7I4tBkx"" (164.37) | #6 ""Jay @ NvJVXTKmaY"" (263.54) | #9 ""Andy chen @ 2cBNth9xVi"" (180.16) | #10 ""justin @ 9ndRxrt-et"" (23.56)",2024-07-31T09:17:11.105Z,172241743110501
"-- starting hand #167 (id: is2pgdwpmo6q)  (Pot Limit Omaha Hi) (dealer: ""chris @ ttP9etrJ8B"") --",2024-07-31T09:17:11.105Z,172241743110500
"""Andy chen @ 2cBNth9xVi"" shows a 2♠, A♦, Q♠, 9♦.",2024-07-31T09:17:09.355Z,172241742935500
"-- ending hand #166 --",2024-07-31T09:17:07.411Z,172241742741102
"""budizzleeeee @ nYW0w3Siiw"" collected 11.00 from pot",2024-07-31T09:17:07.411Z,172241742741101
"Uncalled bet of 8.25 returned to ""budizzleeeee @ nYW0w3Siiw""",2024-07-31T09:17:07.411Z,172241742741100
"""Jay @ NvJVXTKmaY"" folds",2024-07-31T09:17:06.585Z,172241742658500
"""budizzleeeee @ nYW0w3Siiw"" bets 8.25",2024-07-31T09:17:05.304Z,172241742530400
"River: 8♦, 10♣, 3♣, 5♠ [4♠]",2024-07-31T09:17:00.807Z,172241742080700
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T09:16:59.933Z,172241741993300
"""Jay @ NvJVXTKmaY"" calls 2.75",2024-07-31T09:16:58.976Z,172241741897600
"""budizzleeeee @ nYW0w3Siiw"" bets 2.75",2024-07-31T09:16:57.730Z,172241741773000
"Turn: 8♦, 10♣, 3♣ [5♠]",2024-07-31T09:16:54.292Z,172241741429200
"""Andy chen @ 2cBNth9xVi"" checks",2024-07-31T09:16:53.479Z,172241741347900
"""Jay @ NvJVXTKmaY"" checks",2024-07-31T09:16:43.924Z,172241740392400
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:16:42.379Z,172241740237900
"Flop:  [8♦, 10♣, 3♣]",2024-07-31T09:16:40.861Z,172241740086100
"""budizzleeeee @ nYW0w3Siiw"" calls 1.75",2024-07-31T09:16:39.998Z,172241739999800
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:16:38.806Z,172241739880600
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:16:29.341Z,172241738934100
"""Andy chen @ 2cBNth9xVi"" calls 1.75",2024-07-31T09:16:28.301Z,172241738830100
"""Jay @ NvJVXTKmaY"" raises to 1.75",2024-07-31T09:16:23.731Z,172241738373100
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:16:20.971Z,172241738097100
"""budizzleeeee @ nYW0w3Siiw"" posts a big blind of 0.50",2024-07-31T09:16:17.239Z,172241737723909
"""chris @ ttP9etrJ8B"" posts a small blind of 0.25",2024-07-31T09:16:17.239Z,172241737723908
"Your hand is 6♥, J♠, 5♣, 10♦",2024-07-31T09:16:17.239Z,172241737723902
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (87.77) | #2 ""budizzleeeee @ nYW0w3Siiw"" (400.49) | #3 ""leafs @ W8l7I4tBkx"" (164.37) | #6 ""Jay @ NvJVXTKmaY"" (268.04) | #9 ""Andy chen @ 2cBNth9xVi"" (181.91) | #10 ""justin @ 9ndRxrt-et"" (23.56)",2024-07-31T09:16:17.239Z,172241737723901
"-- starting hand #166 (id: 4yhp5i3wubbn)  (Pot Limit Omaha Hi) (dealer: ""justin @ 9ndRxrt-et"") --",2024-07-31T09:16:17.239Z,172241737723900
"""Jay @ NvJVXTKmaY"" shows a K♠, 7♥, 9♠, 7♦.",2024-07-31T09:16:14.908Z,172241737490800
"-- ending hand #165 --",2024-07-31T09:16:13.529Z,172241737352904
"""leafs @ W8l7I4tBkx"" collected 135.76 from pot with Straight (combination: A♥, K♣, Q♦, J♣, 10♦)",2024-07-31T09:16:13.529Z,172241737352903
"""leafs @ W8l7I4tBkx"" shows a 10♦, 5♦, K♣, J♥.",2024-07-31T09:16:13.529Z,172241737352902
"""budizzleeeee @ nYW0w3Siiw"" collected 135.77 from pot with Straight (combination: A♥, K♦, Q♦, J♠, 10♣)",2024-07-31T09:16:13.529Z,172241737352901
"""budizzleeeee @ nYW0w3Siiw"" shows a K♦, J♠, Q♠, 4♦.",2024-07-31T09:16:13.529Z,172241737352900
"""leafs @ W8l7I4tBkx"" calls 117.66",2024-07-31T09:16:12.660Z,172241737266000
"""budizzleeeee @ nYW0w3Siiw"" raises to 117.66",2024-07-31T09:16:09.668Z,172241736966800
"""leafs @ W8l7I4tBkx"" bets 27.15",2024-07-31T09:16:03.770Z,172241736377000
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:15:58.417Z,172241735841700
"River: 2♦, Q♦, A♥, J♣ [10♣]",2024-07-31T09:15:57.054Z,172241735705400
"""budizzleeeee @ nYW0w3Siiw"" calls 9.05",2024-07-31T09:15:56.231Z,172241735623100
"""Jay @ NvJVXTKmaY"" folds",2024-07-31T09:15:54.163Z,172241735416300
"""leafs @ W8l7I4tBkx"" bets 9.05",2024-07-31T09:15:53.243Z,172241735324300
"""budizzleeeee @ nYW0w3Siiw"" checks",2024-07-31T09:15:49.330Z,172241734933000
"Turn: 2♦, Q♦, A♥ [J♣]",2024-07-31T09:15:45.952Z,172241734595200
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:15:45.058Z,172241734505800
"""Jay @ NvJVXTKmaY"" calls 3.62",2024-07-31T09:15:44.129Z,172241734412900
"""leafs @ W8l7I4tBkx"" calls 3.62",2024-07-31T09:15:43.089Z,172241734308900
"""budizzleeeee @ nYW0w3Siiw"" bets 3.62",2024-07-31T09:15:40.956Z,172241734095600
"""chris @ ttP9etrJ8B"" checks",2024-07-31T09:15:38.331Z,172241733833100
"Flop:  [2♦, Q♦, A♥]",2024-07-31T09:15:35.541Z,172241733554100
"""chris @ ttP9etrJ8B"" calls 1.75",2024-07-31T09:15:34.695Z,172241733469500
"""justin @ 9ndRxrt-et"" folds",2024-07-31T09:15:33.752Z,172241733375200
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T09:15:31.607Z,172241733160700
"""Jay @ NvJVXTKmaY"" calls 1.75",2024-07-31T09:15:28.668Z,172241732866800
"""leafs @ W8l7I4tBkx"" calls 1.75",2024-07-31T09:15:27.693Z,172241732769300
"""budizzleeeee @ nYW0w3Siiw"" raises to 1.75",2024-07-31T09:15:26.549Z,172241732654900
"""chris @ ttP9etrJ8B"" posts a big blind of 0.50",2024-07-31T09:15:22.929Z,172241732292910
"""justin @ 9ndRxrt-et"" posts a small blind of 0.25",2024-07-31T09:15:22.929Z,172241732292909
"Your hand is 5♣, 8♠, A♠, 4♣",2024-07-31T09:15:22.929Z,172241732292903
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (89.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (396.80) | #3 ""leafs @ W8l7I4tBkx"" (160.69) | #6 ""Jay @ NvJVXTKmaY"" (273.41) | #9 ""Andy chen @ 2cBNth9xVi"" (181.91) | #10 ""justin @ 9ndRxrt-et"" (23.81)",2024-07-31T09:15:22.929Z,172241732292902
"-- starting hand #165 (id: 5dapsfaoaood)  (Pot Limit Omaha Hi) (dealer: ""Andy chen @ 2cBNth9xVi"") --",2024-07-31T09:15:22.929Z,172241732292901
"The player ""MIKE @ 6p-FLFyf4K"" quits the game with a stack of 49.25.",2024-07-31T09:15:22.929Z,172241732292900
"""leafs @ W8l7I4tBkx"" shows a 6♣, 3♦, 10♠, K♥.",2024-07-31T09:15:20.142Z,172241732014200
"""budizzleeeee @ nYW0w3Siiw"" shows a A♠, 8♠, 5♦, 7♥.",2024-07-31T09:15:16.907Z,172241731690700
"-- ending hand #164 --",2024-07-31T09:15:16.516Z,172241731651602
"""Jay @ NvJVXTKmaY"" collected 23.81 from pot with Three of a Kind on the second run  (combination: J♥, J♠, J♣, A♥, Q♣)",2024-07-31T09:15:16.516Z,172241731651601
"""justin @ 9ndRxrt-et"" collected 23.81 from pot with Three of a Kind (combination: 9♥, 9♠, 9♣, K♣, Q♠)",2024-07-31T09:15:16.516Z,172241731651600
"River (second run): 7♣, A♥, 8♥, J♣ [Q♣]",2024-07-31T09:15:12.429Z,172241731242900
"Turn (second run): 7♣, A♥, 8♥ [J♣]",2024-07-31T09:15:08.398Z,172241730839800
"Flop (second run):  [7♣, A♥, 8♥]",2024-07-31T09:15:04.382Z,172241730438200
"River: Q♠, 5♥, 9♠, 9♣ [6♦]",2024-07-31T09:15:00.369Z,172241730036900
"Turn: Q♠, 5♥, 9♠ [9♣]",2024-07-31T09:14:56.362Z,172241729636200
"Flop:  [Q♠, 5♥, 9♠]",2024-07-31T09:14:52.358Z,172241729235800
"""justin @ 9ndRxrt-et"" shows a 9♥, 2♥, 2♦, K♣.",2024-07-31T09:14:48.346Z,172241728834601
"""Jay @ NvJVXTKmaY"" shows a 8♦, J♥, 5♣, J♠.",2024-07-31T09:14:48.346Z,172241728834600
"All players in hand choose to run it twice.",2024-07-31T09:14:47.459Z,172241728745901
"""Jay @ NvJVXTKmaY"" chooses to  run it twice.",2024-07-31T09:14:47.459Z,172241728745900
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-31T09:14:47.343Z,172241728734300
"Remaining players decide whether to run it twice.",2024-07-31T09:14:46.614Z,172241728661401
"""justin @ 9ndRxrt-et"" calls 22.81 and go all in",2024-07-31T09:14:46.614Z,172241728661400
"""Jay @ NvJVXTKmaY"" raises to 22.81",2024-07-31T09:14:45.301Z,172241728530100
"""budizzleeeee @ nYW0w3Siiw"" folds",2024-07-31T09:14:42.586Z,172241728258600
"""justin @ 9ndRxrt-et"" raises to 20.00",2024-07-31T09:14:37.006Z,172241727700600
"""Andy chen @ 2cBNth9xVi"" folds",2024-07-31T09:14:17.325Z,172241725732500
"""Jay @ NvJVXTKmaY"" raises to 6.00",2024-07-31T09:14:15.917Z,172241725591700
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-31T09:14:13.611Z,172241725361100
"""leafs @ W8l7I4tBkx"" folds",2024-07-31T09:14:12.680Z,172241725268000
"""budizzleeeee @ nYW0w3Siiw"" raises to 1.75",2024-07-31T09:14:11.408Z,172241725140800
"""chris @ ttP9etrJ8B"" folds",2024-07-31T09:14:06.931Z,172241724693100
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-31T09:14:04.693Z,172241724469310
"""Andy chen @ 2cBNth9xVi"" posts a small blind of 0.25",2024-07-31T09:14:04.693Z,172241724469309
"Your hand is 6♠, 10♦, 6♥, 8♣",2024-07-31T09:14:04.693Z,172241724469302
"Player stacks: #1 ""chris @ ttP9etrJ8B"" (89.52) | #2 ""budizzleeeee @ nYW0w3Siiw"" (398.55) | #3 ""leafs @ W8l7I4tBkx"" (160.69) | #4 ""MIKE @ 6p-FLFyf4K"" (49.25) | #6 ""Jay @ NvJVXTKmaY"" (272.41) | #9 ""Andy chen @ 2cBNth9xVi"" (182.16) | #10 ""justin @ 9ndRxrt-et"" (22.81)",2024-07-31T09:14:04.693Z,172241724469301
"-- starting hand #164 (id: xxb4clreo2v9)  (Pot Limit Omaha Hi) (dealer: ""Jay @ NvJVXTKmaY"") --",2024-07-31T09:14:04.693Z,172241724469300
"""budizzleeeee @ nYW0w3Siiw"" shows a Q♠, 9♠, K♣, 10♦.",2024-07-31T09:14:01.672Z,172241724167200
"""Jay @ NvJVXTKmaY"" shows a Q♥, 8♣, 9♥, 2♥.",2024-07-31T09:13:58.851Z,172241723885100
"""Andy chen @ 2cBNth9xVi"" shows a 4♣, 3♣, 7♦, 5♠.",2024-07-31T09:13:58.176Z,172241723817600
"-- ending hand #163 --",2024-07-31T09:13:57.503Z,172241723750302
