entry,at,order
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (110.63) | #3 ""chris @ ttP9etrJ8B"" (138.93) | #4 ""kenny @ -Ji9s5wxde"" (88.35) | #8 ""nitjon @ NvJVXTKmaY"" (364.95) | #9 ""MIKE @ 6p-FLFyf4K"" (204.72) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.00)",2024-07-30T06:53:38.903Z,172232241890301
"-- starting hand #184 (id: owtsjgrc9uer)  (No Limit Texas Hold'em) (dealer: ""andy chen phd @ g8PRZ_B4kf"") --",2024-07-30T06:53:38.903Z,172232241890300
"""kenny @ -Ji9s5wxde"" shows a A♦, J♦.",2024-07-30T06:53:33.240Z,172232241324000
"-- ending hand #183 --",2024-07-30T06:53:32.381Z,172232241238102
"""Nate Higgers @ oEbQ63zwKB"" collected 17.25 from pot with Straight, A High (combination: A♣, K♥, Q♣, J♥, 10♠)",2024-07-30T06:53:32.381Z,172232241238101
"""Nate Higgers @ oEbQ63zwKB"" shows a J♥, 10♠.",2024-07-30T06:53:32.381Z,172232241238100
"""kenny @ -Ji9s5wxde"" calls 5.75",2024-07-30T06:53:31.502Z,172232241150200
"""Nate Higgers @ oEbQ63zwKB"" bets 5.75",2024-07-30T06:53:30.581Z,172232241058100
"River: Q♣, A♣, 6♥, 4♠ [K♥]",2024-07-30T06:53:27.574Z,172232240757400
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:53:26.712Z,172232240671200
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T06:53:23.786Z,172232240378600
"Turn: Q♣, A♣, 6♥ [4♠]",2024-07-30T06:53:23.573Z,172232240357300
"""Nate Higgers @ oEbQ63zwKB"" calls 1.25",2024-07-30T06:53:22.659Z,172232240265900
"""kenny @ -Ji9s5wxde"" bets 1.25",2024-07-30T06:53:21.667Z,172232240166700
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T06:53:19.145Z,172232239914500
"Flop:  [Q♣, A♣, 6♥]",2024-07-30T06:53:18.567Z,172232239856700
"""Nate Higgers @ oEbQ63zwKB"" calls 1.50",2024-07-30T06:53:17.679Z,172232239767900
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:53:16.781Z,172232239678100
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:53:15.728Z,172232239572800
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:52:59.972Z,172232237997200
"""kenny @ -Ji9s5wxde"" raises to 1.50",2024-07-30T06:52:58.961Z,172232237896100
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:52:56.518Z,172232237651800
"""Nate Higgers @ oEbQ63zwKB"" posts a big blind of 0.50",2024-07-30T06:52:54.567Z,172232237456709
"""andy chen phd @ g8PRZ_B4kf"" posts a small blind of 0.25",2024-07-30T06:52:54.567Z,172232237456708
"Your hand is K♦, 4♣",2024-07-30T06:52:54.567Z,172232237456703
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (101.88) | #3 ""chris @ ttP9etrJ8B"" (138.93) | #4 ""kenny @ -Ji9s5wxde"" (96.85) | #8 ""nitjon @ NvJVXTKmaY"" (364.95) | #9 ""MIKE @ 6p-FLFyf4K"" (204.72) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.25)",2024-07-30T06:52:54.567Z,172232237456701
"-- starting hand #183 (id: qdhomtxli3mr)  (No Limit Texas Hold'em) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-30T06:52:54.567Z,172232237456700
"-- ending hand #182 --",2024-07-30T06:52:51.607Z,172232237160702
"""nitjon @ NvJVXTKmaY"" collected 7.49 from pot",2024-07-30T06:52:51.607Z,172232237160701
"Uncalled bet of 14.00 returned to ""nitjon @ NvJVXTKmaY""",2024-07-30T06:52:51.607Z,172232237160700
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:52:50.786Z,172232237078600
"""nitjon @ NvJVXTKmaY"" bets 14.00",2024-07-30T06:52:49.878Z,172232236987800
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:52:45.496Z,172232236549600
"River: 4♥, 7♠, 8♦, 10♦ [K♠]",2024-07-30T06:52:43.958Z,172232236395800
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:52:43.148Z,172232236314800
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:52:41.599Z,172232236159900
"Turn: 4♥, 7♠, 8♦ [10♦]",2024-07-30T06:52:40.154Z,172232236015400
"""kenny @ -Ji9s5wxde"" calls 1.87",2024-07-30T06:52:39.281Z,172232235928100
"""nitjon @ NvJVXTKmaY"" bets 1.87",2024-07-30T06:52:35.028Z,172232235502800
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:52:30.588Z,172232235058800
"Flop:  [4♥, 7♠, 8♦]",2024-07-30T06:52:28.318Z,172232234831800
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:52:27.476Z,172232234747600
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:52:26.493Z,172232234649300
"""nitjon @ NvJVXTKmaY"" calls 1.50",2024-07-30T06:52:10.741Z,172232233074100
"""kenny @ -Ji9s5wxde"" raises to 1.50",2024-07-30T06:52:09.384Z,172232232938400
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:52:06.593Z,172232232659300
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:52:04.469Z,172232232446900
"""andy chen phd @ g8PRZ_B4kf"" posts a big blind of 0.50",2024-07-30T06:52:03.329Z,172232232332909
"""MIKE @ 6p-FLFyf4K"" posts a small blind of 0.25",2024-07-30T06:52:03.329Z,172232232332908
"Your hand is 6♣, 4♦",2024-07-30T06:52:03.329Z,172232232332903
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (101.88) | #3 ""chris @ ttP9etrJ8B"" (138.93) | #4 ""kenny @ -Ji9s5wxde"" (100.22) | #8 ""nitjon @ NvJVXTKmaY"" (360.83) | #9 ""MIKE @ 6p-FLFyf4K"" (204.97) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.75)",2024-07-30T06:52:03.329Z,172232232332901
"-- starting hand #182 (id: yldzirkr28bk)  (No Limit Texas Hold'em) (dealer: ""nitjon @ NvJVXTKmaY"") --",2024-07-30T06:52:03.329Z,172232232332900
"Undealt cards: 2♥, Q♠, 6♦ [A♥, 5♥]",2024-07-30T06:52:01.215Z,172232232121500
"-- ending hand #181 --",2024-07-30T06:51:57.376Z,172232231737602
"""kenny @ -Ji9s5wxde"" collected 3.25 from pot",2024-07-30T06:51:57.376Z,172232231737601
"Uncalled bet of 2.00 returned to ""kenny @ -Ji9s5wxde""",2024-07-30T06:51:57.376Z,172232231737600
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:51:56.557Z,172232231655700
"""kenny @ -Ji9s5wxde"" bets 2.00",2024-07-30T06:51:55.227Z,172232231522700
"""MIKE @ 6p-FLFyf4K"" checks",2024-07-30T06:51:53.666Z,172232231366600
"Flop:  [2♥, Q♠, 6♦]",2024-07-30T06:51:52.359Z,172232231235900
"""MIKE @ 6p-FLFyf4K"" calls 1.50",2024-07-30T06:51:51.557Z,172232231155700
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:51:48.802Z,172232230880200
"""kenny @ -Ji9s5wxde"" raises to 1.50",2024-07-30T06:51:47.548Z,172232230754800
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:51:45.984Z,172232230598400
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:51:44.992Z,172232230499200
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:51:44.091Z,172232230409100
"""MIKE @ 6p-FLFyf4K"" posts a big blind of 0.50",2024-07-30T06:51:41.081Z,172232230108109
"""nitjon @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-30T06:51:41.081Z,172232230108108
"Your hand is 9♣, 8♥",2024-07-30T06:51:41.081Z,172232230108103
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (101.88) | #3 ""chris @ ttP9etrJ8B"" (138.93) | #4 ""kenny @ -Ji9s5wxde"" (98.47) | #8 ""nitjon @ NvJVXTKmaY"" (361.08) | #9 ""MIKE @ 6p-FLFyf4K"" (206.47) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.75)",2024-07-30T06:51:41.081Z,172232230108101
"-- starting hand #181 (id: pgwdpdkg3s7c)  (No Limit Texas Hold'em) (dealer: ""kenny @ -Ji9s5wxde"") --",2024-07-30T06:51:41.081Z,172232230108100
"""chris @ ttP9etrJ8B"" shows a Q♠, K♠.",2024-07-30T06:51:38.822Z,172232229882200
"""nitjon @ NvJVXTKmaY"" shows a K♦, Q♦.",2024-07-30T06:51:36.485Z,172232229648500
"""Nate Higgers @ oEbQ63zwKB"" shows a Q♣, A♦.",2024-07-30T06:51:36.284Z,172232229628400
"-- ending hand #180 --",2024-07-30T06:51:35.941Z,172232229594102
"""chris @ ttP9etrJ8B"" collected 37.74 from pot",2024-07-30T06:51:35.941Z,172232229594101
"Uncalled bet of 18.87 returned to ""chris @ ttP9etrJ8B""",2024-07-30T06:51:35.941Z,172232229594100
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:51:35.134Z,172232229513400
"""chris @ ttP9etrJ8B"" bets 18.87",2024-07-30T06:51:27.896Z,172232228789600
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:51:21.993Z,172232228199300
"River: 3♥, 6♠, 4♦, K♣ [A♣]",2024-07-30T06:51:20.912Z,172232228091200
"""nitjon @ NvJVXTKmaY"" calls 8.00",2024-07-30T06:51:20.093Z,172232228009300
"""chris @ ttP9etrJ8B"" bets 8.00",2024-07-30T06:51:15.889Z,172232227588900
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:51:08.110Z,172232226811000
"Turn: 3♥, 6♠, 4♦ [K♣]",2024-07-30T06:51:07.202Z,172232226720200
"""chris @ ttP9etrJ8B"" checks",2024-07-30T06:51:06.349Z,172232226634900
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:51:04.410Z,172232226441000
"Flop:  [3♥, 6♠, 4♦]",2024-07-30T06:51:03.191Z,172232226319100
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:51:02.384Z,172232226238400
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:50:55.268Z,172232225526800
"""nitjon @ NvJVXTKmaY"" calls 8.37",2024-07-30T06:50:54.203Z,172232225420300
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:50:53.068Z,172232225306800
"""chris @ ttP9etrJ8B"" raises to 8.37",2024-07-30T06:50:52.112Z,172232225211200
"""Nate Higgers @ oEbQ63zwKB"" raises to 3.75",2024-07-30T06:50:45.406Z,172232224540600
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:50:43.490Z,172232224349000
"""MIKE @ 6p-FLFyf4K"" raises to 1.00",2024-07-30T06:50:42.506Z,172232224250600
"""nitjon @ NvJVXTKmaY"" posts a big blind of 0.50",2024-07-30T06:50:39.070Z,172232223907009
"""kenny @ -Ji9s5wxde"" posts a small blind of 0.25",2024-07-30T06:50:39.070Z,172232223907008
"Your hand is Q♠, K♠",2024-07-30T06:50:39.070Z,172232223907003
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (105.63) | #3 ""chris @ ttP9etrJ8B"" (117.56) | #4 ""kenny @ -Ji9s5wxde"" (98.72) | #8 ""nitjon @ NvJVXTKmaY"" (377.45) | #9 ""MIKE @ 6p-FLFyf4K"" (207.47) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.75)",2024-07-30T06:50:39.070Z,172232223907001
"-- starting hand #180 (id: ysifphipfg2i)  (No Limit Texas Hold'em) (dealer: ""chris @ ttP9etrJ8B"") --",2024-07-30T06:50:39.070Z,172232223907000
"Undealt cards: 7♦, 10♣, 8♥, 2♦ [7♠]",2024-07-30T06:50:34.300Z,172232223430000
"""kenny @ -Ji9s5wxde"" shows a 10♠, 7♥.",2024-07-30T06:50:33.287Z,172232223328700
"-- ending hand #179 --",2024-07-30T06:50:32.465Z,172232223246502
"""kenny @ -Ji9s5wxde"" collected 3.75 from pot",2024-07-30T06:50:32.465Z,172232223246501
"Uncalled bet of 3.75 returned to ""kenny @ -Ji9s5wxde""",2024-07-30T06:50:32.465Z,172232223246500
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:50:31.647Z,172232223164700
"""kenny @ -Ji9s5wxde"" bets 3.75",2024-07-30T06:50:30.364Z,172232223036400
"Turn: 7♦, 10♣, 8♥ [2♦]",2024-07-30T06:50:28.950Z,172232222895000
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T06:50:28.086Z,172232222808600
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:50:27.155Z,172232222715500
"Flop:  [7♦, 10♣, 8♥]",2024-07-30T06:50:26.189Z,172232222618900
"""kenny @ -Ji9s5wxde"" calls 1.75",2024-07-30T06:50:25.351Z,172232222535100
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:50:24.443Z,172232222444300
"""Nate Higgers @ oEbQ63zwKB"" raises to 1.75",2024-07-30T06:50:23.492Z,172232222349200
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:50:21.770Z,172232222177000
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:50:20.833Z,172232222083300
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:50:19.678Z,172232221967800
"""kenny @ -Ji9s5wxde"" posts a big blind of 0.50",2024-07-30T06:50:17.775Z,172232221777509
"""chris @ ttP9etrJ8B"" posts a small blind of 0.25",2024-07-30T06:50:17.775Z,172232221777508
"Your hand is 2♠, 8♦",2024-07-30T06:50:17.775Z,172232221777503
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (107.38) | #3 ""chris @ ttP9etrJ8B"" (117.81) | #4 ""kenny @ -Ji9s5wxde"" (96.72) | #8 ""nitjon @ NvJVXTKmaY"" (377.45) | #9 ""MIKE @ 6p-FLFyf4K"" (207.47) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.75)",2024-07-30T06:50:17.775Z,172232221777501
"-- starting hand #179 (id: 6knj4xdt6qyx)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ oEbQ63zwKB"") --",2024-07-30T06:50:17.775Z,172232221777500
"-- ending hand #178 --",2024-07-30T06:50:11.759Z,172232221175902
"""nitjon @ NvJVXTKmaY"" collected 2.25 from pot with Pair, J's (combination: J♠, J♣, A♥, K♦, 5♥)",2024-07-30T06:50:11.759Z,172232221175901
"""nitjon @ NvJVXTKmaY"" shows a 3♠, J♠.",2024-07-30T06:50:11.759Z,172232221175900
"""chris @ ttP9etrJ8B"" calls 0.50",2024-07-30T06:50:10.941Z,172232221094100
"""nitjon @ NvJVXTKmaY"" bets 0.50",2024-07-30T06:50:05.403Z,172232220540300
"""chris @ ttP9etrJ8B"" checks",2024-07-30T06:50:03.318Z,172232220331800
"River: A♥, 5♥, 4♠, K♦ [J♣]",2024-07-30T06:50:01.851Z,172232220185100
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:50:01.043Z,172232220104300
"""chris @ ttP9etrJ8B"" checks",2024-07-30T06:49:59.863Z,172232219986300
"Turn: A♥, 5♥, 4♠ [K♦]",2024-07-30T06:49:54.934Z,172232219493400
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T06:49:54.053Z,172232219405300
"""chris @ ttP9etrJ8B"" checks",2024-07-30T06:49:47.365Z,172232218736500
"Flop:  [A♥, 5♥, 4♠]",2024-07-30T06:49:45.579Z,172232218557900
"""chris @ ttP9etrJ8B"" checks",2024-07-30T06:49:44.738Z,172232218473800
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:49:43.810Z,172232218381000
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:49:42.847Z,172232218284700
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:49:41.924Z,172232218192400
"""nitjon @ NvJVXTKmaY"" calls 0.50",2024-07-30T06:49:35.267Z,172232217526700
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:49:33.943Z,172232217394300
"""chris @ ttP9etrJ8B"" posts a big blind of 0.50",2024-07-30T06:49:32.746Z,172232217274609
"""Nate Higgers @ oEbQ63zwKB"" posts a small blind of 0.25",2024-07-30T06:49:32.746Z,172232217274608
"Your hand is Q♥, 2♥",2024-07-30T06:49:32.746Z,172232217274603
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (107.63) | #3 ""chris @ ttP9etrJ8B"" (118.81) | #4 ""kenny @ -Ji9s5wxde"" (96.72) | #8 ""nitjon @ NvJVXTKmaY"" (376.20) | #9 ""MIKE @ 6p-FLFyf4K"" (207.47) | #10 ""andy chen phd @ g8PRZ_B4kf"" (81.75)",2024-07-30T06:49:32.746Z,172232217274601
"-- starting hand #178 (id: o6oaisybrcci)  (No Limit Texas Hold'em) (dealer: ""andy chen phd @ g8PRZ_B4kf"") --",2024-07-30T06:49:32.746Z,172232217274600
"-- ending hand #177 --",2024-07-30T06:49:26.830Z,172232216683002
"""Nate Higgers @ oEbQ63zwKB"" collected 3.25 from pot",2024-07-30T06:49:26.830Z,172232216683001
"Uncalled bet of 3.25 returned to ""Nate Higgers @ oEbQ63zwKB""",2024-07-30T06:49:26.830Z,172232216683000
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:49:26.016Z,172232216601600
"""Nate Higgers @ oEbQ63zwKB"" raises to 4.75",2024-07-30T06:49:22.411Z,172232216241100
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T06:49:18.104Z,172232215810400
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:49:17.141Z,172232215714100
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:48:56.259Z,172232213625900
"""kenny @ -Ji9s5wxde"" raises to 1.50",2024-07-30T06:48:55.245Z,172232213524500
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:48:45.665Z,172232212566500
"""Nate Higgers @ oEbQ63zwKB"" posts a big blind of 0.50",2024-07-30T06:48:44.637Z,172232212463709
"""andy chen phd @ g8PRZ_B4kf"" posts a small blind of 0.25",2024-07-30T06:48:44.637Z,172232212463708
"Your hand is 9♠, 3♥",2024-07-30T06:48:44.637Z,172232212463703
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (105.88) | #3 ""chris @ ttP9etrJ8B"" (118.81) | #4 ""kenny @ -Ji9s5wxde"" (98.22) | #8 ""nitjon @ NvJVXTKmaY"" (376.20) | #9 ""MIKE @ 6p-FLFyf4K"" (207.47) | #10 ""andy chen phd @ g8PRZ_B4kf"" (82.00)",2024-07-30T06:48:44.637Z,172232212463701
"-- starting hand #177 (id: khfjqob7lvjv)  (No Limit Texas Hold'em) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-30T06:48:44.637Z,172232212463700
"-- ending hand #176 --",2024-07-30T06:48:38.631Z,172232211863102
"""kenny @ -Ji9s5wxde"" collected 38.00 from pot with Two Pair, A's & 3's (combination: A♥, A♠, 3♥, 3♦, K♠)",2024-07-30T06:48:38.631Z,172232211863101
"""kenny @ -Ji9s5wxde"" shows a A♥, 3♥.",2024-07-30T06:48:38.631Z,172232211863100
"""andy chen phd @ g8PRZ_B4kf"" calls 14.25",2024-07-30T06:48:37.817Z,172232211781700
"""kenny @ -Ji9s5wxde"" raises to 14.25",2024-07-30T06:48:36.091Z,172232211609100
"""andy chen phd @ g8PRZ_B4kf"" bets 4.75",2024-07-30T06:48:33.516Z,172232211351600
"River: K♠, A♠, 7♦, 4♥ [3♦]",2024-07-30T06:48:29.624Z,172232210962400
"""kenny @ -Ji9s5wxde"" checks",2024-07-30T06:48:28.806Z,172232210880600
"""andy chen phd @ g8PRZ_B4kf"" checks",2024-07-30T06:48:24.916Z,172232210491600
"Turn: K♠, A♠, 7♦ [4♥]",2024-07-30T06:48:22.459Z,172232210245900
"""andy chen phd @ g8PRZ_B4kf"" calls 2.00",2024-07-30T06:48:21.648Z,172232210164800
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T06:48:19.797Z,172232209979700
"""kenny @ -Ji9s5wxde"" bets 2.00",2024-07-30T06:48:18.847Z,172232209884700
"""andy chen phd @ g8PRZ_B4kf"" checks",2024-07-30T06:48:15.146Z,172232209514600
"Flop:  [K♠, A♠, 7♦]",2024-07-30T06:48:13.376Z,172232209337600
"""andy chen phd @ g8PRZ_B4kf"" calls 1.75",2024-07-30T06:48:12.563Z,172232209256300
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:48:10.868Z,172232209086800
"""nitjon @ NvJVXTKmaY"" calls 1.75",2024-07-30T06:48:09.922Z,172232208992200
"""kenny @ -Ji9s5wxde"" raises to 1.75",2024-07-30T06:48:07.883Z,172232208788300
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:47:53.553Z,172232207355300
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:47:52.647Z,172232207264700
"""andy chen phd @ g8PRZ_B4kf"" posts a big blind of 0.50",2024-07-30T06:47:51.063Z,172232207106310
"""MIKE @ 6p-FLFyf4K"" posts a small blind of 0.25",2024-07-30T06:47:51.063Z,172232207106309
"Your hand is J♣, 6♥",2024-07-30T06:47:51.063Z,172232207106304
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (105.88) | #3 ""chris @ ttP9etrJ8B"" (118.81) | #4 ""kenny @ -Ji9s5wxde"" (78.22) | #8 ""nitjon @ NvJVXTKmaY"" (377.95) | #9 ""MIKE @ 6p-FLFyf4K"" (207.72) | #10 ""andy chen phd @ g8PRZ_B4kf"" (100.00)",2024-07-30T06:47:51.063Z,172232207106302
"-- starting hand #176 (id: jlil4xbn2zic)  (No Limit Texas Hold'em) (dealer: ""nitjon @ NvJVXTKmaY"") --",2024-07-30T06:47:51.063Z,172232207106301
"The player ""andy chen phd @ g8PRZ_B4kf"" joined the game with a stack of 100.00.",2024-07-30T06:47:51.063Z,172232207106300
"Undealt cards: J♥, A♥, J♣ [10♣, Q♥]",2024-07-30T06:47:46.897Z,172232206689700
"-- ending hand #175 --",2024-07-30T06:47:45.138Z,172232206513802
"""nitjon @ NvJVXTKmaY"" collected 3.00 from pot",2024-07-30T06:47:45.138Z,172232206513801
"Uncalled bet of 1.00 returned to ""nitjon @ NvJVXTKmaY""",2024-07-30T06:47:45.138Z,172232206513800
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:47:44.325Z,172232206432500
"The admin approved the player ""andy chen phd @ g8PRZ_B4kf"" participation with a stack of 100.00.",2024-07-30T06:47:42.160Z,172232206216000
"""nitjon @ NvJVXTKmaY"" bets 1.00",2024-07-30T06:47:37.621Z,172232205762100
"The player ""andy chen phd @ g8PRZ_B4kf"" requested a seat.",2024-07-30T06:47:36.176Z,172232205617600
"Flop:  [J♥, A♥, J♣]",2024-07-30T06:47:33.500Z,172232205350000
"""MIKE @ 6p-FLFyf4K"" calls 1.50",2024-07-30T06:47:32.689Z,172232205268900
"""nitjon @ NvJVXTKmaY"" raises to 1.50",2024-07-30T06:47:30.905Z,172232205090500
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:47:23.259Z,172232204325900
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:47:10.488Z,172232203048800
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:47:05.696Z,172232202569600
"""MIKE @ 6p-FLFyf4K"" posts a big blind of 0.50",2024-07-30T06:47:04.199Z,172232202419909
"""nitjon @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-30T06:47:04.199Z,172232202419908
"Your hand is 9♥, A♦",2024-07-30T06:47:04.199Z,172232202419904
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (105.88) | #3 ""chris @ ttP9etrJ8B"" (118.81) | #4 ""kenny @ -Ji9s5wxde"" (78.22) | #8 ""nitjon @ NvJVXTKmaY"" (376.45) | #9 ""MIKE @ 6p-FLFyf4K"" (209.22)",2024-07-30T06:47:04.199Z,172232202419902
"-- starting hand #175 (id: a4f1doksjkqj)  (No Limit Texas Hold'em) (dead button) --",2024-07-30T06:47:04.199Z,172232202419901
"The player ""andy chen phd @ g8PRZ_B4kf"" quits the game with a stack of 0.00.",2024-07-30T06:47:04.199Z,172232202419900
"-- ending hand #174 --",2024-07-30T06:46:58.194Z,172232201819403
"""andy chen phd @ g8PRZ_B4kf"" shows a 2♥, 7♥.",2024-07-30T06:46:58.194Z,172232201819402
"""nitjon @ NvJVXTKmaY"" collected 321.40 from pot with Four of a Kind, K's (combination: K♦, K♠, K♥, K♣, Q♥)",2024-07-30T06:46:58.194Z,172232201819401
"""nitjon @ NvJVXTKmaY"" shows a K♦, K♠.",2024-07-30T06:46:58.194Z,172232201819400
"""nitjon @ NvJVXTKmaY"" calls 93.20",2024-07-30T06:46:57.381Z,172232201738100
"""andy chen phd @ g8PRZ_B4kf"" bets 93.20 and go all in",2024-07-30T06:46:56.312Z,172232201631200
"River: Q♥, K♥, 3♥, K♣ [5♠]",2024-07-30T06:46:51.750Z,172232201175000
"""nitjon @ NvJVXTKmaY"" calls 33.75",2024-07-30T06:46:50.893Z,172232201089300
"""andy chen phd @ g8PRZ_B4kf"" bets 33.75",2024-07-30T06:46:48.433Z,172232200843300
"Turn: Q♥, K♥, 3♥ [K♣]",2024-07-30T06:46:41.245Z,172232200124500
"""nitjon @ NvJVXTKmaY"" calls 22.50",2024-07-30T06:46:40.382Z,172232200038200
"""andy chen phd @ g8PRZ_B4kf"" bets 22.50",2024-07-30T06:46:35.686Z,172232199568600
"Flop:  [Q♥, K♥, 3♥]",2024-07-30T06:46:26.022Z,172232198602200
"""nitjon @ NvJVXTKmaY"" calls 11.25",2024-07-30T06:46:25.187Z,172232198518700
"""andy chen phd @ g8PRZ_B4kf"" raises to 11.25",2024-07-30T06:46:19.787Z,172232197978700
"""nitjon @ NvJVXTKmaY"" raises to 4.50",2024-07-30T06:46:15.889Z,172232197588900
"""andy chen phd @ g8PRZ_B4kf"" raises to 1.50",2024-07-30T06:46:13.740Z,172232197374000
"""kenny @ -Ji9s5wxde"" folds",2024-07-30T06:46:10.884Z,172232197088400
"""chris @ ttP9etrJ8B"" folds",2024-07-30T06:46:09.940Z,172232196994000
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T06:46:09.017Z,172232196901700
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T06:46:08.064Z,172232196806400
"""nitjon @ NvJVXTKmaY"" posts a big blind of 0.50",2024-07-30T06:46:05.458Z,172232196545809
"""andy chen phd @ g8PRZ_B4kf"" posts a small blind of 0.25",2024-07-30T06:46:05.458Z,172232196545808
"Your hand is 10♥, 8♣",2024-07-30T06:46:05.458Z,172232196545803
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (105.88) | #3 ""chris @ ttP9etrJ8B"" (118.81) | #4 ""kenny @ -Ji9s5wxde"" (78.22) | #7 ""andy chen phd @ g8PRZ_B4kf"" (160.70) | #8 ""nitjon @ NvJVXTKmaY"" (215.75) | #9 ""MIKE @ 6p-FLFyf4K"" (209.22)",2024-07-30T06:46:05.458Z,172232196545801
"-- starting hand #174 (id: lbrm18v4jxbx)  (No Limit Texas Hold'em) (dealer: ""kenny @ -Ji9s5wxde"") --",2024-07-30T06:46:05.458Z,172232196545800
"-- ending hand #173 --",2024-07-30T06:45:59.529Z,172232195952902
"""nitjon @ NvJVXTKmaY"" collected 4.25 from pot",2024-07-30T06:45:59.529Z,172232195952901
