entry,at,order
"Flop:  [10♥, 2♦, Q♥]",2024-07-30T07:45:22.422Z,172232552242200
"""Nate Higgers @ oEbQ63zwKB"" calls 1.00",2024-07-30T07:45:21.589Z,172232552158900
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:45:20.677Z,172232552067700
"""MIKE @ 6p-FLFyf4K"" raises to 1.00",2024-07-30T07:45:17.327Z,172232551732700
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:45:15.366Z,172232551536600
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:45:13.190Z,172232551319000
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:45:12.219Z,172232551221900
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:45:11.202Z,172232551120200
"""Nate Higgers @ oEbQ63zwKB"" posts a big blind of 0.50",2024-07-30T07:45:09.899Z,172232550989910
"""andy chen phd @ g8PRZ_B4kf"" posts a small blind of 0.25",2024-07-30T07:45:09.899Z,172232550989909
"Your hand is 8♣, 4♠",2024-07-30T07:45:09.899Z,172232550989903
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (179.99) | #3 ""chris @ ttP9etrJ8B"" (274.94) | #5 ""leafs @ W8l7I4tBkx"" (134.42) | #7 ""justin @ 9ndRxrt-et"" (37.50) | #8 ""nitjon @ NvJVXTKmaY"" (308.01) | #9 ""MIKE @ 6p-FLFyf4K"" (182.84) | #10 ""andy chen phd @ g8PRZ_B4kf"" (58.75)",2024-07-30T07:45:09.899Z,172232550989901
"-- starting hand #255 (id: swyjlo5jeibh)  (No Limit Texas Hold'em) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-30T07:45:09.899Z,172232550989900
"""nitjon @ NvJVXTKmaY"" shows a Q♥, A♠.",2024-07-30T07:45:04.233Z,172232550423300
"-- ending hand #254 --",2024-07-30T07:45:03.352Z,172232550335202
"""Nate Higgers @ oEbQ63zwKB"" collected 29.25 from pot with Pair, 7's (combination: 7♥, 7♣, A♣, K♥, 9♦)",2024-07-30T07:45:03.352Z,172232550335201
"""Nate Higgers @ oEbQ63zwKB"" shows a A♣, K♥.",2024-07-30T07:45:03.352Z,172232550335200
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:45:02.466Z,172232550246600
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:45:01.411Z,172232550141100
"River: 8♥, 7♥, 9♦, 2♣ [7♣]",2024-07-30T07:45:00.482Z,172232550048200
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:44:59.654Z,172232549965400
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:44:58.668Z,172232549866800
"Turn: 8♥, 7♥, 9♦ [2♣]",2024-07-30T07:44:57.058Z,172232549705800
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:44:56.237Z,172232549623700
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:44:54.775Z,172232549477500
"Flop:  [8♥, 7♥, 9♦]",2024-07-30T07:44:53.054Z,172232549305400
"""nitjon @ NvJVXTKmaY"" calls 14.25",2024-07-30T07:44:52.225Z,172232549222500
"""Nate Higgers @ oEbQ63zwKB"" raises to 14.25",2024-07-30T07:44:50.883Z,172232549088300
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:44:48.867Z,172232548886700
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:44:46.464Z,172232548646400
"""nitjon @ NvJVXTKmaY"" raises to 4.50",2024-07-30T07:44:45.534Z,172232548553400
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:44:43.506Z,172232548350600
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:44:41.823Z,172232548182300
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:44:40.778Z,172232548077800
"""Nate Higgers @ oEbQ63zwKB"" raises to 1.25",2024-07-30T07:44:39.548Z,172232547954800
"""andy chen phd @ g8PRZ_B4kf"" posts a big blind of 0.50",2024-07-30T07:44:35.490Z,172232547549010
"""MIKE @ 6p-FLFyf4K"" posts a small blind of 0.25",2024-07-30T07:44:35.490Z,172232547549009
"Your hand is J♣, K♠",2024-07-30T07:44:35.490Z,172232547549003
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (164.99) | #3 ""chris @ ttP9etrJ8B"" (274.94) | #5 ""leafs @ W8l7I4tBkx"" (134.42) | #7 ""justin @ 9ndRxrt-et"" (37.50) | #8 ""nitjon @ NvJVXTKmaY"" (322.26) | #9 ""MIKE @ 6p-FLFyf4K"" (183.09) | #10 ""andy chen phd @ g8PRZ_B4kf"" (59.25)",2024-07-30T07:44:35.490Z,172232547549001
"-- starting hand #254 (id: chlk3b9eshin)  (No Limit Texas Hold'em) (dealer: ""nitjon @ NvJVXTKmaY"") --",2024-07-30T07:44:35.490Z,172232547549000
"-- ending hand #253 --",2024-07-30T07:44:29.535Z,172232546953502
"""MIKE @ 6p-FLFyf4K"" collected 3.00 from pot",2024-07-30T07:44:29.535Z,172232546953501
"Uncalled bet of 3.00 returned to ""MIKE @ 6p-FLFyf4K""",2024-07-30T07:44:29.535Z,172232546953500
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:44:28.702Z,172232546870200
"""MIKE @ 6p-FLFyf4K"" bets 3.00",2024-07-30T07:44:27.716Z,172232546771600
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:44:25.346Z,172232546534600
"Turn: J♥, 5♥, 2♦ [9♥]",2024-07-30T07:44:24.679Z,172232546467900
"""MIKE @ 6p-FLFyf4K"" checks",2024-07-30T07:44:23.827Z,172232546382700
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:44:22.127Z,172232546212700
"Flop:  [J♥, 5♥, 2♦]",2024-07-30T07:44:18.330Z,172232545833000
"""MIKE @ 6p-FLFyf4K"" calls 1.50",2024-07-30T07:44:17.525Z,172232545752500
"""nitjon @ NvJVXTKmaY"" raises to 1.50",2024-07-30T07:44:16.295Z,172232545629500
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:44:14.225Z,172232545422500
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:44:13.260Z,172232545326000
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:44:11.915Z,172232545191500
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T07:44:02.744Z,172232544274400
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:44:01.750Z,172232544175000
"""MIKE @ 6p-FLFyf4K"" posts a big blind of 0.50",2024-07-30T07:43:53.539Z,172232543353910
"""nitjon @ NvJVXTKmaY"" posts a small blind of 0.25",2024-07-30T07:43:53.539Z,172232543353909
"Your hand is A♦, 8♥",2024-07-30T07:43:53.539Z,172232543353903
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (164.99) | #3 ""chris @ ttP9etrJ8B"" (274.94) | #5 ""leafs @ W8l7I4tBkx"" (134.42) | #7 ""justin @ 9ndRxrt-et"" (37.50) | #8 ""nitjon @ NvJVXTKmaY"" (323.76) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (59.25)",2024-07-30T07:43:53.539Z,172232543353901
"-- starting hand #253 (id: hwuekju4ndpg)  (No Limit Texas Hold'em) (dealer: ""justin @ 9ndRxrt-et"") --",2024-07-30T07:43:53.539Z,172232543353900
"""justin @ 9ndRxrt-et"" shows a 7♥, 8♦.",2024-07-30T07:43:47.784Z,172232542778400
"""nitjon @ NvJVXTKmaY"" shows a 6♥, 7♣.",2024-07-30T07:43:47.773Z,172232542777300
"-- ending hand #252 --",2024-07-30T07:43:46.536Z,172232542653602
"""chris @ ttP9etrJ8B"" collected 161.00 from pot with Flush, Qs High (combination: Q♠, J♠, 8♠, 7♠, 2♠)",2024-07-30T07:43:46.536Z,172232542653601
"""chris @ ttP9etrJ8B"" shows a J♠, Q♠.",2024-07-30T07:43:46.536Z,172232542653600
"""nitjon @ NvJVXTKmaY"" calls 60.00",2024-07-30T07:43:45.709Z,172232542570900
"""chris @ ttP9etrJ8B"" bets 60.00",2024-07-30T07:43:44.766Z,172232542476600
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:43:37.969Z,172232541796900
"River: 7♦, 10♣, 2♠, 7♠ [8♠]",2024-07-30T07:43:36.986Z,172232541698600
"""nitjon @ NvJVXTKmaY"" calls 15.00",2024-07-30T07:43:36.183Z,172232541618300
"""chris @ ttP9etrJ8B"" bets 15.00",2024-07-30T07:43:32.684Z,172232541268400
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:43:28.077Z,172232540807700
"Turn: 7♦, 10♣, 2♠ [7♠]",2024-07-30T07:43:27.560Z,172232540756000
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:43:26.746Z,172232540674600
"""nitjon @ NvJVXTKmaY"" calls 2.00",2024-07-30T07:43:25.779Z,172232540577900
"""chris @ ttP9etrJ8B"" bets 2.00",2024-07-30T07:43:24.723Z,172232540472300
"""andy chen phd @ g8PRZ_B4kf"" checks",2024-07-30T07:43:20.744Z,172232540074400
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:43:18.892Z,172232539889200
"Flop:  [7♦, 10♣, 2♠]",2024-07-30T07:43:18.488Z,172232539848800
"""andy chen phd @ g8PRZ_B4kf"" calls 2.25",2024-07-30T07:43:17.670Z,172232539767000
"""nitjon @ NvJVXTKmaY"" calls 2.25",2024-07-30T07:43:16.065Z,172232539606500
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:43:13.537Z,172232539353700
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:43:11.653Z,172232539165300
"""chris @ ttP9etrJ8B"" raises to 2.25",2024-07-30T07:43:10.276Z,172232539027600
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T07:43:08.170Z,172232538817000
"""andy chen phd @ g8PRZ_B4kf"" calls 0.50",2024-07-30T07:43:07.276Z,172232538727600
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:43:02.645Z,172232538264500
"""nitjon @ NvJVXTKmaY"" posts a big blind of 0.50",2024-07-30T07:43:00.418Z,172232538041810
"""justin @ 9ndRxrt-et"" posts a small blind of 0.25",2024-07-30T07:43:00.418Z,172232538041809
"Your hand is J♠, Q♠",2024-07-30T07:43:00.418Z,172232538041803
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (164.99) | #3 ""chris @ ttP9etrJ8B"" (193.19) | #5 ""leafs @ W8l7I4tBkx"" (134.42) | #7 ""justin @ 9ndRxrt-et"" (37.75) | #8 ""nitjon @ NvJVXTKmaY"" (403.01) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (61.50)",2024-07-30T07:43:00.418Z,172232538041801
"-- starting hand #252 (id: pbikai62kybo)  (No Limit Texas Hold'em) (dealer: ""leafs @ W8l7I4tBkx"") --",2024-07-30T07:43:00.418Z,172232538041800
"-- ending hand #251 --",2024-07-30T07:42:57.414Z,172232537741402
"""Nate Higgers @ oEbQ63zwKB"" collected 11.75 from pot",2024-07-30T07:42:57.414Z,172232537741401
"Uncalled bet of 11.75 returned to ""Nate Higgers @ oEbQ63zwKB""",2024-07-30T07:42:57.414Z,172232537741400
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:42:56.579Z,172232537657900
"""Nate Higgers @ oEbQ63zwKB"" bets 11.75",2024-07-30T07:42:55.638Z,172232537563800
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:42:53.347Z,172232537334700
"River: A♦, 6♣, A♣, Q♣ [K♠]",2024-07-30T07:42:52.410Z,172232537241000
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:42:51.504Z,172232537150400
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:42:50.593Z,172232537059300
"Turn: A♦, 6♣, A♣ [Q♣]",2024-07-30T07:42:49.404Z,172232536940400
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:42:48.581Z,172232536858100
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:42:47.598Z,172232536759800
"""Nate Higgers @ oEbQ63zwKB"" calls 2.25",2024-07-30T07:42:46.671Z,172232536667100
"""nitjon @ NvJVXTKmaY"" bets 2.25",2024-07-30T07:42:45.094Z,172232536509400
"""justin @ 9ndRxrt-et"" checks",2024-07-30T07:42:39.471Z,172232535947100
"Flop:  [A♦, 6♣, A♣]",2024-07-30T07:42:37.782Z,172232535778200
"""justin @ 9ndRxrt-et"" calls 1.75",2024-07-30T07:42:36.925Z,172232535692500
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:42:34.865Z,172232535486500
"""chris @ ttP9etrJ8B"" calls 1.75",2024-07-30T07:42:27.175Z,172232534717500
"""Nate Higgers @ oEbQ63zwKB"" calls 1.75",2024-07-30T07:42:25.715Z,172232534571500
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:42:24.796Z,172232534479600
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:42:23.851Z,172232534385100
"""nitjon @ NvJVXTKmaY"" raises to 1.75",2024-07-30T07:42:22.220Z,172232534222000
"""justin @ 9ndRxrt-et"" posts a big blind of 0.50",2024-07-30T07:42:20.157Z,172232534015710
"""leafs @ W8l7I4tBkx"" posts a small blind of 0.25",2024-07-30T07:42:20.157Z,172232534015709
"Your hand is 2♥, K♥",2024-07-30T07:42:20.157Z,172232534015703
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (157.24) | #3 ""chris @ ttP9etrJ8B"" (194.94) | #5 ""leafs @ W8l7I4tBkx"" (134.67) | #7 ""justin @ 9ndRxrt-et"" (39.50) | #8 ""nitjon @ NvJVXTKmaY"" (407.01) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (61.50)",2024-07-30T07:42:20.157Z,172232534015701
"-- starting hand #251 (id: hsho055b3edj)  (No Limit Texas Hold'em) (dealer: ""chris @ ttP9etrJ8B"") --",2024-07-30T07:42:20.157Z,172232534015700
"Undealt cards: 6♣, 3♣, 8♥ [8♦, 4♦]",2024-07-30T07:42:16.007Z,172232533600700
"-- ending hand #250 --",2024-07-30T07:42:14.249Z,172232533424902
"""nitjon @ NvJVXTKmaY"" collected 1.25 from pot",2024-07-30T07:42:14.249Z,172232533424901
"Uncalled bet of 1.25 returned to ""nitjon @ NvJVXTKmaY""",2024-07-30T07:42:14.249Z,172232533424900
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:42:13.408Z,172232533340800
"""nitjon @ NvJVXTKmaY"" bets 1.25",2024-07-30T07:42:12.078Z,172232533207800
"""leafs @ W8l7I4tBkx"" checks",2024-07-30T07:42:10.087Z,172232533008700
"Flop:  [6♣, 3♣, 8♥]",2024-07-30T07:42:07.937Z,172232532793700
"""leafs @ W8l7I4tBkx"" checks",2024-07-30T07:42:07.092Z,172232532709200
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:42:05.541Z,172232532554100
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T07:42:04.604Z,172232532460400
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:42:02.188Z,172232532218800
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:42:01.127Z,172232532112700
"""nitjon @ NvJVXTKmaY"" calls 0.50",2024-07-30T07:42:00.220Z,172232532022000
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:41:58.508Z,172232531850800
"""leafs @ W8l7I4tBkx"" posts a big blind of 0.50",2024-07-30T07:41:56.522Z,172232531652210
"""chris @ ttP9etrJ8B"" posts a small blind of 0.25",2024-07-30T07:41:56.522Z,172232531652209
"Your hand is 10♠, 5♣",2024-07-30T07:41:56.522Z,172232531652203
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (157.24) | #3 ""chris @ ttP9etrJ8B"" (195.19) | #5 ""leafs @ W8l7I4tBkx"" (135.17) | #7 ""justin @ 9ndRxrt-et"" (39.50) | #8 ""nitjon @ NvJVXTKmaY"" (406.26) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (61.50)",2024-07-30T07:41:56.522Z,172232531652201
"-- starting hand #250 (id: g3rc6i051r9y)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ oEbQ63zwKB"") --",2024-07-30T07:41:56.522Z,172232531652200
"""MIKE @ 6p-FLFyf4K"" shows a 6♠, 3♠.",2024-07-30T07:41:48.968Z,172232530896800
"""leafs @ W8l7I4tBkx"" shows a 9♥, 7♠.",2024-07-30T07:41:47.525Z,172232530752500
"""chris @ ttP9etrJ8B"" shows a 2♥, 9♣.",2024-07-30T07:41:47.293Z,172232530729300
"""nitjon @ NvJVXTKmaY"" shows a K♦, J♣.",2024-07-30T07:41:47.079Z,172232530707900
"-- ending hand #249 --",2024-07-30T07:41:46.515Z,172232530651502
"""justin @ 9ndRxrt-et"" collected 39.50 from pot with Three of a Kind, 2's on the second run  (combination: 2♣, 2♠, 2♦, K♠, Q♣)",2024-07-30T07:41:46.515Z,172232530651501
"""andy chen phd @ g8PRZ_B4kf"" collected 39.50 from pot with Straight, J High (combination: J♠, 10♠, 9♦, 8♣, 7♦)",2024-07-30T07:41:46.515Z,172232530651500
"River (second run): K♠, 2♦, J♦, 5♣ [Q♣]",2024-07-30T07:41:42.436Z,172232530243600
"Turn (second run): K♠, 2♦, J♦ [5♣]",2024-07-30T07:41:38.426Z,172232529842600
"Flop (second run):  [K♠, 2♦, J♦]",2024-07-30T07:41:34.424Z,172232529442400
"River: 9♦, 8♣, 7♦, 3♣ [7♣]",2024-07-30T07:41:30.413Z,172232529041300
"Turn: 9♦, 8♣, 7♦ [3♣]",2024-07-30T07:41:26.401Z,172232528640100
"Flop:  [9♦, 8♣, 7♦]",2024-07-30T07:41:22.344Z,172232528234400
"""andy chen phd @ g8PRZ_B4kf"" shows a 10♠, J♠.",2024-07-30T07:41:18.316Z,172232527831601
"""justin @ 9ndRxrt-et"" shows a 2♣, 2♠.",2024-07-30T07:41:18.316Z,172232527831600
"All players in hand choose to run it twice.",2024-07-30T07:41:17.441Z,172232527744101
"""justin @ 9ndRxrt-et"" chooses to  run it twice.",2024-07-30T07:41:17.441Z,172232527744100
"""andy chen phd @ g8PRZ_B4kf"" chooses to  run it twice.",2024-07-30T07:41:17.029Z,172232527702900
"Remaining players decide whether to run it twice.",2024-07-30T07:41:16.124Z,172232527612401
"""andy chen phd @ g8PRZ_B4kf"" calls 38.00",2024-07-30T07:41:16.124Z,172232527612400
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:41:13.203Z,172232527320300
"""justin @ 9ndRxrt-et"" raises to 38.00 and go all in",2024-07-30T07:41:11.860Z,172232527186000
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:41:09.410Z,172232526941000
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T07:41:08.510Z,172232526851000
"""andy chen phd @ g8PRZ_B4kf"" calls 2.25",2024-07-30T07:41:07.570Z,172232526757000
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:41:05.605Z,172232526560500
"""nitjon @ NvJVXTKmaY"" raises to 2.25",2024-07-30T07:41:04.662Z,172232526466200
"""justin @ 9ndRxrt-et"" calls 0.50",2024-07-30T07:41:02.755Z,172232526275500
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:41:01.262Z,172232526126200
"""chris @ ttP9etrJ8B"" posts a big blind of 0.50",2024-07-30T07:40:58.269Z,172232525826911
"""Nate Higgers @ oEbQ63zwKB"" posts a small blind of 0.25",2024-07-30T07:40:58.269Z,172232525826910
"Your hand is 2♥, 9♣",2024-07-30T07:40:58.269Z,172232525826904
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (157.49) | #3 ""chris @ ttP9etrJ8B"" (195.69) | #5 ""leafs @ W8l7I4tBkx"" (135.17) | #7 ""justin @ 9ndRxrt-et"" (38.00) | #8 ""nitjon @ NvJVXTKmaY"" (408.51) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (60.00)",2024-07-30T07:40:58.269Z,172232525826902
"-- starting hand #249 (id: cqvgwmraqmag)  (No Limit Texas Hold'em) (dealer: ""andy chen phd @ g8PRZ_B4kf"") --",2024-07-30T07:40:58.269Z,172232525826901
"The player ""Weilin @ 9-Okl1QwAD"" stand up with the stack of 94.50.",2024-07-30T07:40:58.269Z,172232525826900
"""justin @ 9ndRxrt-et"" shows a J♦, 8♦.",2024-07-30T07:40:53.379Z,172232525337900
"-- ending hand #248 --",2024-07-30T07:40:51.755Z,172232525175502
"""Nate Higgers @ oEbQ63zwKB"" collected 13.00 from pot with Pair, K's (combination: K♥, K♣, J♣, 9♥, 7♦)",2024-07-30T07:40:51.755Z,172232525175501
"""Nate Higgers @ oEbQ63zwKB"" shows a K♥, 5♥.",2024-07-30T07:40:51.755Z,172232525175500
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:40:50.915Z,172232525091500
"""justin @ 9ndRxrt-et"" checks",2024-07-30T07:40:47.474Z,172232524747400
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:40:46.500Z,172232524650000
"River: K♣, 7♦, J♣, 9♥ [3♣]",2024-07-30T07:40:45.588Z,172232524558800
"""nitjon @ NvJVXTKmaY"" checks",2024-07-30T07:40:44.748Z,172232524474800
"""justin @ 9ndRxrt-et"" checks",2024-07-30T07:40:42.976Z,172232524297600
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:40:41.093Z,172232524109300
"Turn: K♣, 7♦, J♣ [9♥]",2024-07-30T07:40:40.913Z,172232524091300
"""justin @ 9ndRxrt-et"" calls 2.00",2024-07-30T07:40:40.097Z,172232524009700
"""Nate Higgers @ oEbQ63zwKB"" calls 2.00",2024-07-30T07:40:38.823Z,172232523882300
"""nitjon @ NvJVXTKmaY"" bets 2.00",2024-07-30T07:40:37.912Z,172232523791200
"""justin @ 9ndRxrt-et"" checks",2024-07-30T07:40:33.076Z,172232523307600
"""Nate Higgers @ oEbQ63zwKB"" checks",2024-07-30T07:40:30.959Z,172232523095900
"Flop:  [K♣, 7♦, J♣]",2024-07-30T07:40:30.699Z,172232523069900
"""justin @ 9ndRxrt-et"" calls 2.25",2024-07-30T07:40:29.827Z,172232522982700
"""Nate Higgers @ oEbQ63zwKB"" calls 2.25",2024-07-30T07:40:28.453Z,172232522845300
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:40:25.053Z,172232522505300
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:40:21.380Z,172232522138000
"""nitjon @ NvJVXTKmaY"" raises to 2.25",2024-07-30T07:40:20.410Z,172232522041000
"""justin @ 9ndRxrt-et"" calls 0.50",2024-07-30T07:40:18.127Z,172232521812700
"""Weilin @ 9-Okl1QwAD"" folds",2024-07-30T07:40:16.711Z,172232521671100
"""leafs @ W8l7I4tBkx"" folds",2024-07-30T07:40:15.548Z,172232521554800
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:40:14.573Z,172232521457300
"""Nate Higgers @ oEbQ63zwKB"" posts a big blind of 0.50",2024-07-30T07:40:13.351Z,172232521335111
"""andy chen phd @ g8PRZ_B4kf"" posts a small blind of 0.25",2024-07-30T07:40:13.351Z,172232521335110
"Your hand is Q♣, 9♠",2024-07-30T07:40:13.351Z,172232521335103
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (148.74) | #3 ""chris @ ttP9etrJ8B"" (195.69) | #5 ""leafs @ W8l7I4tBkx"" (135.17) | #6 ""Weilin @ 9-Okl1QwAD"" (94.50) | #7 ""justin @ 9ndRxrt-et"" (42.25) | #8 ""nitjon @ NvJVXTKmaY"" (412.76) | #9 ""MIKE @ 6p-FLFyf4K"" (181.59) | #10 ""andy chen phd @ g8PRZ_B4kf"" (60.25)",2024-07-30T07:40:13.351Z,172232521335101
"-- starting hand #248 (id: ndoszz5f9u4u)  (No Limit Texas Hold'em) (dealer: ""MIKE @ 6p-FLFyf4K"") --",2024-07-30T07:40:13.351Z,172232521335100
"Undealt cards: Q♥, 3♦, 7♠, A♦ [10♣]",2024-07-30T07:40:09.119Z,172232520911900
"-- ending hand #247 --",2024-07-30T07:40:07.428Z,172232520742802
"""leafs @ W8l7I4tBkx"" collected 7.75 from pot",2024-07-30T07:40:07.428Z,172232520742801
"Uncalled bet of 5.00 returned to ""leafs @ W8l7I4tBkx""",2024-07-30T07:40:07.428Z,172232520742800
"""Weilin @ 9-Okl1QwAD"" folds",2024-07-30T07:40:06.614Z,172232520661400
"""leafs @ W8l7I4tBkx"" bets 5.00",2024-07-30T07:39:58.384Z,172232519838400
"Turn: Q♥, 3♦, 7♠ [A♦]",2024-07-30T07:39:54.194Z,172232519419400
"""andy chen phd @ g8PRZ_B4kf"" folds",2024-07-30T07:39:53.378Z,172232519337800
"""Weilin @ 9-Okl1QwAD"" calls 1.50",2024-07-30T07:39:51.893Z,172232519189300
"""leafs @ W8l7I4tBkx"" bets 1.50",2024-07-30T07:39:49.882Z,172232518988200
"""andy chen phd @ g8PRZ_B4kf"" checks",2024-07-30T07:39:45.653Z,172232518565300
"Flop:  [Q♥, 3♦, 7♠]",2024-07-30T07:39:44.248Z,172232518424800
"""andy chen phd @ g8PRZ_B4kf"" calls 1.50",2024-07-30T07:39:43.422Z,172232518342200
"""MIKE @ 6p-FLFyf4K"" folds",2024-07-30T07:39:40.734Z,172232518073400
"""nitjon @ NvJVXTKmaY"" folds",2024-07-30T07:39:37.510Z,172232517751000
"""justin @ 9ndRxrt-et"" folds",2024-07-30T07:39:35.867Z,172232517586700
"""Weilin @ 9-Okl1QwAD"" calls 1.50",2024-07-30T07:39:34.918Z,172232517491800
"""leafs @ W8l7I4tBkx"" raises to 1.50",2024-07-30T07:39:29.019Z,172232516901900
"""chris @ ttP9etrJ8B"" folds",2024-07-30T07:39:24.654Z,172232516465400
"""Nate Higgers @ oEbQ63zwKB"" folds",2024-07-30T07:39:23.706Z,172232516370600
"""andy chen phd @ g8PRZ_B4kf"" posts a big blind of 0.50",2024-07-30T07:39:22.624Z,172232516262411
"""MIKE @ 6p-FLFyf4K"" posts a small blind of 0.25",2024-07-30T07:39:22.624Z,172232516262410
"Your hand is 3♠, 9♣",2024-07-30T07:39:22.624Z,172232516262403
"Player stacks: #1 ""Nate Higgers @ oEbQ63zwKB"" (148.74) | #3 ""chris @ ttP9etrJ8B"" (195.69) | #5 ""leafs @ W8l7I4tBkx"" (130.42) | #6 ""Weilin @ 9-Okl1QwAD"" (97.50) | #7 ""justin @ 9ndRxrt-et"" (42.25) | #8 ""nitjon @ NvJVXTKmaY"" (412.76) | #9 ""MIKE @ 6p-FLFyf4K"" (181.84) | #10 ""andy chen phd @ g8PRZ_B4kf"" (61.75)",2024-07-30T07:39:22.624Z,172232516262401
"-- starting hand #247 (id: 8qsf7vswzuti)  (No Limit Texas Hold'em) (dealer: ""nitjon @ NvJVXTKmaY"") --",2024-07-30T07:39:22.624Z,172232516262400
"Undealt cards: A♥, 4♣, 9♦, Q♦ [Q♣]",2024-07-30T07:39:22.196Z,172232516219600
"-- ending hand #246 --",2024-07-30T07:39:16.671Z,172232515667102
"""nitjon @ NvJVXTKmaY"" collected 13.00 from pot",2024-07-30T07:39:16.671Z,172232515667101
"Uncalled bet of 6.50 returned to ""nitjon @ NvJVXTKmaY""",2024-07-30T07:39:16.671Z,172232515667100
"""Weilin @ 9-Okl1QwAD"" folds",2024-07-30T07:39:15.839Z,172232515583900
